Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
FPR2,22.0621,57.6102,1148.9375,2714.5015,336.4949,180.7747,211.6695,14.5228,94.4368,370.9199,61.2951,2714.5015,473.929545454546,180.7747,14.5228
FUS,5186.4025,2670.697,3139.8658,1342.9003,1055.9141,3792.4438,4285.3492,5093.361,602.3352,1649.8516,6296.5892,6296.5892,3192.33724545455,3139.8658,602.3352
GAGE12J,0,0,0,0,0,0,90.2896,0,0,0,0,90.2896,8.20814545454545,0,0
GPR4,153.0842,188.1223,901.1194,317.2205,45.9509,226.2076,151.1925,66.39,24.7253,143.9169,122.5902,901.1194,212.774527272727,151.1925,24.7253
TNC,6265.6461,7734.7084,98294.0934,6085.3474,13842.7186,11098.9957,3398.6371,4056.0166,729.0522,1240.3561,543.2526,98294.0934,13935.3476545455,6085.3474,543.2526
CXCR1,12.6069,91.7496,1276.8654,676.7372,102.4323,128.6466,143.9523,4.1494,9.6154,91.9881,8.4034,1276.8654,231.558781818182,91.9881,4.1494
CXCR2,22.9626,123.3997,1309.0485,1749.2447,134.0236,75.5619,226.5758,4.1494,10.989,157.27,19.2783,1749.2447,348.409409090909,123.3997,4.1494
INSL4,0,0.3556,409.1279,49.8489,154.6057,218.5557,1.2777,1.0373,0,1.4837,0,409.1279,76.0265909090909,1.2777,0
ITGAD,1.3507,0.3556,30.574,33.9879,2.3933,0.9565,456.5588,10.8921,14.4231,32.6409,38.5566,456.5588,56.6081363636364,14.4231,0.3556
JAK1,3723.548,4922.4751,6443.8656,6311.9335,3998.2098,2771.4012,4781.0903,3205.3942,6417.5824,7403.5608,2986.6535,7403.5608,4815.06494545455,4781.0903,2771.4012
JAK2,297.1634,860.9531,773.6018,1515.1057,1045.3837,434.242,1539.1823,494.8133,1392.5137,2229.9703,492.3381,2229.9703,1006.84249090909,860.9531,297.1634
KCNJ15,23.8631,45.1636,489.988,1172.9607,284.3214,198.4696,165.247,21.2656,58.7225,169.1395,28.176,1172.9607,241.574272727273,165.247,21.2656
KDR,762.7195,471.1949,3310.8387,682.7795,1105.2157,905.3085,880.3237,164.9378,409.3407,311.5727,293.6233,3310.8387,845.259545454545,682.7795,164.9378
KIT,1170.6439,53.6984,379.7608,1043.0514,213.4804,179.8183,247.0187,102.1784,26.0989,178.0415,28.176,1170.6439,329.2697,179.8183,26.0989
LIMK1,1136.425,1088.5491,1517.8365,466.0121,701.709,1249.1631,1481.6865,1214.7303,466.3462,470.3264,1228.3737,1517.8365,1001.92344545455,1136.425,466.0121
SMAD5,1580.3692,1167.8521,1577.3753,5894.2598,2063.9627,915.8297,834.3271,1282.6763,3412.7747,6011.8694,1071.1814,6011.8694,2346.58888181818,1577.3753,834.3271
MAGEA3,0,0,0,0,0,0,578.7905,2.5934,144.2308,370.9199,353.9298,578.7905,131.8604,0,0
MAGEA6,0,0,0,0.7553,0,0,230.4089,2.0747,1743.8187,1229.9703,2309.9357,2309.9357,501.542145454545,0.7553,0
MAGEA12,0,0,0.4023,0,0,0,308.3475,0.5187,0,1.4837,1.4829,308.3475,28.3850090909091,0,0
MAOB,486.2674,37.34,179.4209,198.6405,56.96,77.4749,151.1925,386.9295,19.5742,181.0089,28.176,486.2674,163.907709090909,151.1925,19.5742
MET,4564.6105,6705.5477,438.0927,1908.6103,2748.4402,1267.8144,2336.4566,1882.2614,9112.294,9173.5905,2848.2452,9173.5905,3907.81486363636,2748.4402,438.0927
MLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRC1,687.5281,318.2788,5487.6246,2921.4502,2618.7245,1345.7676,942.9302,489.6266,2719.0934,3664.6884,1355.9071,5487.6246,2050.14722727273,1355.9071,318.2788
MSMB,0.4502,0,292.0618,12.0846,52.1735,52.1282,0,0,0,0,0,292.0618,37.1725727272727,0,0
MT3,15.7587,81.0811,1.6092,45.3172,211.0871,876.1358,0.8518,0,6.5247,1.4837,30.6476,876.1358,115.499718181818,15.7587,0
MX2,321.4768,1415.3627,517.3437,1508.3082,806.056,714.9689,880.3237,963.6929,167.239,314.5401,200.1977,1508.3082,709.955427272727,714.9689,167.239
NELL1,1.3507,1.7781,0.4023,0,0,0,0.4259,0.5187,0,0,0,1.7781,0.406881818181818,0,0
NTRK1,13.9577,4.9787,9.2526,0,2.3933,8.1301,54.9404,11.4108,0,2.9674,3.4602,54.9404,10.1355636363636,4.9787,0
NTRK3,12.6069,0.7112,4.0229,21.9033,0.4787,0.9565,5.5366,2.0747,0,7.4184,0,21.9033,5.06447272727273,2.0747,0
PDGFRA,1591.0806,1288.0512,7891.7641,7048.497,3706.2395,1749.8422,930.0852,865.5342,346.5694,1509.1098,117.6718,7891.7641,2458.58590909091,1509.1098,117.6718
PDGFRB,3324.6285,4028.4495,13016.0614,4788.5196,5824.7594,7702.0564,4493.6116,2334.0249,629.4643,1152.819,805.7341,13016.0614,4372.73897272727,4028.4495,629.4643
PLXNA1,1637.5507,2520.9815,3678.9331,1357.2508,3099.7734,3375.8967,2301.5332,1690.3527,952.2665,611.276,1671.7746,3678.9331,2081.59901818182,1690.3527,611.276
PODXL,2368.7528,3301.2091,6243.5257,2704.6828,2158.7365,2645.1459,4540.0341,2710.5809,1599.5879,2359.0504,1466.1394,6243.5257,2917.94959090909,2645.1459,1466.1394
PPP2CB,1816.7492,2070.0569,1829.6105,1775.6798,1342.1502,1501.1956,1099.6593,2253.6307,1341.6896,1841.2463,1465.1508,2253.6307,1666.98353636364,1775.6798,1099.6593
PPP2R2C,16.6592,17.4253,9.2526,20.3927,89.9872,131.9943,11.0733,36.8257,0,8.9021,4.9432,131.9943,31.5868727272727,16.6592,0
PRELP,1663.2148,68.6344,1329.1629,1673.716,328.8364,1509.8039,659.2845,417.0124,0.3434,179.5252,20.2669,1673.716,713.618254545454,417.0124,0.3434
MAP2K1,1676.2945,1864.7688,1727.8193,1560.423,1287.9233,1342.7068,1151.2862,1659.3361,992.4279,2039.5846,1983.475,2039.5846,1571.45868181818,1659.3361,992.4279
MAP2K2,2172.4448,2509.9573,1666.2811,206.1934,1729.8612,3140.6026,2064.7359,2897.8216,817.6511,186.9436,2738.0129,3140.6026,1830.04595454545,2064.7359,186.9436
PRNP,2353.8946,1489.3314,2001.7902,4093.6556,2201.8155,1743.1851,1861.5843,2681.0166,2108.1731,3732.9377,1587.2467,4093.6556,2350.42098181818,2108.1731,1489.3314
TMPRSS15,0,0,0,0,0,0,86.4566,0,0,0,0,86.4566,7.85969090909091,0,0
PTK6,651.9586,495.377,85.2853,104.2296,786.9097,1191.296,623.9353,1585.0622,334.478,129.0801,1050.4202,1585.0622,639.821090909091,623.9353,85.2853
PTMS,5177.8478,7807.6102,4003.9827,1293.8066,791.2176,8270.6839,5171.2095,7422.1992,315.2473,869.4362,7713.2971,8270.6839,4439.68528181818,5171.2095,315.2473
MAP4K2,408.3746,130.5121,303.7282,40.0302,320.6992,495.935,250.8518,100.1037,29.8764,29.6736,157.1923,495.935,206.088827272727,157.1923,29.6736
RAF1,1911.7515,1571.835,1953.5155,1168.5045,1959.6158,1874.2229,1957.4106,1423.2365,1911.5419,1033.2789,1683.6382,1959.6158,1677.14102727273,1874.2229,1033.2789
RARB,149.9325,44.0967,174.9957,330.8157,109.6121,79.8661,95.8262,37.3444,60.783,108.3086,23.2328,330.8157,110.437618181818,95.8262,23.2328
RET,90.4998,38.0512,82.8715,28.7009,46.4296,77.4749,60.9029,26.4523,48.7637,51.9288,80.5734,90.4998,57.5135454545455,51.9288,26.4523
RFX1,312.0216,297.6529,402.289,121.6012,275.2269,507.4127,418.2283,349.0664,30.9066,93.4718,346.5151,507.4127,286.762954545454,312.0216,30.9066
RFXAP,145.8802,146.1593,92.5265,236.4048,104.8256,89.9091,127.7683,104.2531,74.8626,234.4214,91.4483,236.4048,131.678109090909,104.8256,74.8626
S100A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A8,100.4052,240.3983,3277.4487,811.9335,437.9698,581.0617,362.4361,68.4647,150.7555,292.2849,199.2091,3277.4487,592.9425,292.2849,68.4647
S100A9,489.8694,733.9972,8225.2014,1636.7069,1636.0447,1684.8398,1111.5843,274.8963,860.2335,590.5045,956.5002,8225.2014,1654.57983636364,956.5002,274.8963
S100A12,1.801,12.4467,357.2327,134.4411,19.6249,23.4338,4.2589,0.5187,0,13.3531,6.4261,357.2327,52.1397272727273,12.4467,0
SELE,281.855,160.3841,3281.8739,352.719,197.6847,223.3381,233.3901,6.7427,58.0357,587.5371,51.9031,3281.8739,494.133045454545,223.3381,6.7427
SCG5,501.5759,199.1465,120.6867,116.3142,89.0299,106.6475,39.1823,9.8548,455.3571,246.2908,408.3045,501.5759,208.399109090909,120.6867,9.8548
SLC22A5,312.0216,448.4353,160.111,146.5257,180.4531,180.7747,341.9932,278.527,153.1593,335.3116,293.6233,448.4353,257.3578,278.527,146.5257
SSX5,0,0,0,0,0,0,24.276,0,0,0,0.4943,24.276,2.25184545454545,0,0
TEK,358.3971,121.9772,1262.383,176.7372,264.2179,181.7312,295.1448,86.6183,83.4478,132.0475,45.9713,1262.383,273.515754545455,176.7372,45.9713
TERT,36.4701,12.091,10.8618,0,8.1371,11.956,25.5537,6.7427,18.2005,7.4184,105.2892,105.2892,22.0655,11.956,0
TGM2,4270.5988,3551.5647,11152.2563,2333.0816,3727.7694,4820.1817,10901.1925,2464.2116,2718.0632,2933.2344,4202.6693,11152.2563,4824.98395454546,3727.7694,2333.0816
TOP2A,4325.9793,3186.6999,4467.8219,1249.2447,4079.5813,2171.6882,4317.2913,2936.722,10203.9835,7108.3086,4337.6174,10203.9835,4398.63073636364,4317.2913,1249.2447
TOP2B,2982.4403,2905.0498,3328.1371,4644.2598,4486.9171,2802.9651,1998.7223,2901.4523,4721.8407,5596.4392,2518.0425,5596.4392,3535.11510909091,2982.4403,1998.7223
VEGFA,2278.253,1347.7952,1264.3944,3782.4773,2377.4821,2125.7771,3050.2555,1094.917,1495.8791,2182.4926,3134.9481,3782.4773,2194.06103636364,2182.4926,1094.917
WNT11,80.5943,41.963,5.2298,3.0211,17.2316,30.1291,20.8688,5.7054,79.3269,35.6083,133.9595,133.9595,41.2398,30.1291,3.0211
MLF2,4522.2873,5065.4339,3238.4266,2427.4924,1232.0594,4193.6872,2767.0358,6554.9793,1674.794,4646.8843,10181.9081,10181.9081,4227.72620909091,4193.6872,1232.0594
RAD54L,443.9442,243.5989,173.7889,65.71,180.9318,269.2492,268.7394,386.9295,491.7582,218.1009,688.5813,688.5813,311.9393,268.7394,65.71
NRP1,2155.7857,1300.8535,6967.6459,5736.4048,3703.8367,2384.505,2084.753,835.0622,2187.5,4105.3412,1387.5433,6967.6459,2986.29375454545,2187.5,835.0622
TMEM11,574.0657,463.3713,432.4607,117.8248,283.8427,549.4978,405.8773,487.5519,131.8681,170.6231,739.4958,739.4958,396.043563636364,432.4607,117.8248
AKAP4,0,0,0,0,0,0.4782,64.3101,0,0,0,0,64.3101,5.88984545454546,0,0
MGAM,11.7064,8.8905,498.0338,462.2356,44.515,8.6083,46.4225,3.112,6.8681,45.9941,4.4488,498.0338,103.712281818182,11.7064,3.112
PGLYRP1,0.9005,1.0669,40.2289,3.0211,0,0,1.2777,0.5187,0,0,0.4943,40.2289,4.31891818181818,0.5187,0
NAT8,0.4502,0.3556,0,0,0,0,0.4259,0.5187,33.3104,22.2552,101.829,101.829,14.4677272727273,0.4259,0
CLDN1,921.6569,3337.8378,53.1022,4142.7492,593.0542,836.4419,4119.6763,1701.2448,187.8434,569.7329,190.3114,4142.7492,1513.96827272727,836.4419,53.1022
HGS,1515.0833,1907.8947,1572.1455,268.8822,1244.5044,2098.5175,2046.4225,2048.2365,809.0659,219.5846,2668.8087,2668.8087,1490.83143636364,1572.1455,219.5846
DCLK1,178.7483,14.5804,81.2624,388.9728,51.6948,29.6509,86.0307,30.083,31.25,179.5252,12.3579,388.9728,98.5596727272727,51.6948,12.3579
VAPB,1492.5709,1114.8649,979.1715,1148.0363,946.302,958.8714,1071.1244,1358.4025,825.5495,1166.1721,913.9891,1492.5709,1088.64132727273,1071.1244,825.5495
NOLC1,5955.4255,3219.0612,2040.8122,1973.565,2097.9473,2387.8527,2172.0613,4068.4647,3915.522,6698.8131,5384.5774,6698.8131,3628.55476363636,3219.0612,1973.565
NCR1,4.9527,1.0669,7.6435,0,8.6158,7.6518,36.6269,5.1867,5.8379,13.3531,4.9432,36.6269,8.71622727272727,5.8379,0
PGS1,381.801,375.5334,704.4081,1169.9396,476.2623,460.067,694.2078,354.2531,328.2967,529.6736,456.7474,1169.9396,539.199090909091,460.067,328.2967
TP53I3,400.2701,767.7809,500.0453,109.5166,695.9652,740.7939,413.5434,324.1701,494.8489,111.276,755.8082,767.7809,483.0926,494.8489,109.5166
GABBR2,0.9005,1.7781,23.3328,13.5952,88.0726,81.3008,0,0.5187,0,0,0,88.0726,19.0453363636364,0.9005,0
NR1D1,726.6547,598.6344,413.6979,147.4622,61.512,343.4051,235.8944,506.4367,32.0913,112.997,438.2353,726.6547,328.820090909091,343.4051,32.0913
GUCA1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEC1,0,0,0,3.0211,0,0,15.7581,0,0,0,0,15.7581,1.7072,0,0
HS3ST3B1,9.4552,20.6259,127.1233,200.1511,87.1153,27.2597,30.6644,6.7427,10.989,83.0861,13.8408,200.1511,56.0957727272727,27.2597,6.7427
DGCR2,3212.9671,2363.0868,2246.7842,1024.9245,2564.6364,3808.2257,2607.7513,3103.2158,1383.9286,683.9763,2615.917,3808.2257,2328.67397272727,2564.6364,683.9763
TSFM,853.6695,937.4111,601.4221,274.1692,388.1897,501.1956,921.6354,1216.805,1796.3599,630.5638,2419.6738,2419.6738,958.281372727273,853.6695,274.1692
PLXNC1,365.6011,149.7155,1228.993,1880.6647,1284.7115,442.8503,716.3543,67.4274,787.4313,995.549,153.7321,1880.6647,733.911836363636,716.3543,67.4274
CHST4,41.4228,89.6159,0,6.0423,2.3933,1.4347,2.1295,31.1203,525.4121,206.2315,383.5887,525.4121,117.217372727273,31.1203,0
SSX5,0,0,0,0,0,0,0,0,0,4.451,0,4.451,0.404636363636364,0,0
ANGPTL7,21.1616,0.7112,2.0114,43.0514,1.436,0,4.2589,2.0747,8.2418,72.7003,0,72.7003,14.1497545454545,2.0747,0
DCAF7,3777.1274,3809.744,3957.7194,4202.4169,2274.5712,2844.0937,3589.0119,3004.668,1673.0769,4694.362,2505.6846,4694.362,3302.95236363636,3589.0119,1673.0769
BAIAP2,910.851,656.1166,357.2327,133.5045,752.9252,1805.3563,622.4617,1165.2127,87.5687,79.8665,604.8443,1805.3563,652.3582,622.4617,79.8665
FBLN5,669.9685,499.2888,1591.8577,1002.2659,287.672,679.1009,585.6048,291.4938,7.5549,240.3561,57.8349,1591.8577,537.5453,499.2888,7.5549
SLU7,1166.5916,893.3144,898.3114,1475.0755,1398.1529,1045.4328,1239.7785,1063.7967,1077.6099,1229.9703,759.7627,1475.0755,1113.43606363636,1077.6099,759.7627
CELF2,1904.0973,1030.2276,942.9655,6437.3112,1151.1666,888.0918,1453.5775,386.9295,1048.7637,4145.4006,658.9224,6437.3112,1822.49579090909,1048.7637,386.9295
CCL27,0,0,0,0,0,0,0,0.5187,0,0,0,0.5187,0.047154545454546,0,0
ACTL7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYVE1,170.1936,27.3826,1714.5558,111.7825,112.0054,117.6471,125.2129,77.8008,45.3297,130.5638,32.6248,1714.5558,242.281727272727,112.0054,27.3826
POLI,236.38,194.1679,271.9474,1361.0272,501.631,205.6432,399.4889,182.5726,314.217,756.6766,159.6639,1361.0272,416.674154545455,271.9474,159.6639
PARK7,3348.4917,3576.458,2513.9041,582.3263,2574.2096,4359.6365,3565.5877,3581.9502,2239.3544,841.2463,4261.9871,4359.6365,2858.65017272727,3348.4917,582.3263
ZHX3,579.0185,782.7169,1471.9755,901.0574,735.2149,671.4491,462.9472,547.7178,459.1346,756.6766,392.4864,1471.9755,705.490445454545,671.4491,392.4864
SETD1B,976.5871,1088.9047,1452.2634,903.3233,546.146,940.6982,1562.6065,1401.971,289.1484,1031.1573,1037.0737,1562.6065,1020.89814545455,1031.1573,289.1484
ZFR2,0.9005,0.3556,1.2069,0,0,0.9565,77.9387,0.5187,0,0,0,77.9387,7.44335454545455,0.3556,0
ASTN2,66.1864,81.7923,142.008,158.6103,748.6173,838.8331,95.8262,70.5394,81.7308,28.1899,98.3688,838.8331,219.154772727273,95.8262,28.1899
ABCB9,125.8307,71.0562,94.0391,17.3716,116.3612,154.5146,63.0153,250.5135,57.8777,17.8042,162.6001,250.5135,102.816745454545,94.0391,17.3716
LILRA4,18.0099,4.2674,5.632,5.287,6.2225,4.7824,91.9932,2.5934,5.8379,7.4184,13.8408,91.9932,15.0804454545455,5.8379,2.5934
TTC33,321.0266,282.7169,353.6121,708.4592,629.4321,329.9857,295.5707,297.1992,657.2802,823.4421,262.4815,823.4421,451.018754545455,329.9857,262.4815
RPL36,11199.4597,4519.9147,4488.3386,1095.9215,7004.6454,9857.0062,5064.3101,14642.6349,7218.75,2461.4243,14666.8314,14666.8314,7474.47607272727,7004.6454,1095.9215
C2CD2,642.9536,774.8933,1698.8666,1530.9668,1144.4654,694.4046,774.276,709.5436,911.0577,1200.2967,496.2926,1698.8666,961.6379,774.8933,496.2926
PPP1R16B,470.0585,213.7269,820.6696,187.3112,275.2269,191.296,1719.3356,270.2282,234.8901,259.6439,174.4933,1719.3356,437.8982,259.6439,174.4933
ANKRD1,3.602,0,2.0114,0,4.3079,2.3912,0.4259,0,0,10.3858,0.4943,10.3858,2.14713636363636,0.4943,0
TJP3,1464.2053,1636.5576,161.7202,106.4955,1027.6735,1351.9847,684.8382,2210.5809,1166.8956,360.5341,3092.9313,3092.9313,1205.85608181818,1166.8956,106.4955
SPCS1,2265.0788,1909.6373,1462.6746,1027.1903,966.6592,1473.3477,1450.0937,2583.4647,790.831,1256.6766,2049.8913,2583.4647,1566.86774545455,1462.6746,790.831
RANGRF,337.6902,483.7731,282.2178,67.4547,206.9228,557.8144,308.0664,536.7531,119.8317,76.0089,626.9254,626.9254,327.587136363636,308.0664,67.4547
SLC2A8,400.2701,598.1508,277.9817,34.7432,148.3832,273.0751,301.5332,459.5436,195.7418,48.9614,531.389,598.1508,297.2521,277.9817,34.7432
SOST,0,0.3556,0.4023,32.4773,3.8292,15.3037,0.4259,0,1.0302,1.4837,0,32.4773,5.02799090909091,0.4259,0
IFT52,486.7177,519.559,452.5752,230.3625,587.3104,581.5399,397.3595,451.2448,374.6566,96.4392,336.6288,587.3104,410.399418181818,451.2448,96.4392
DACT1,416.4791,356.6856,728.9477,1750,1309.1229,953.1325,250.8518,129.668,61.1264,232.9377,43.9941,1750,566.631436363636,356.6856,43.9941
NAT8,4.5025,7.468,2.4137,7.5529,1.9146,1.913,4.2589,0.5187,38.4615,26.7062,133.4652,133.4652,20.8341090909091,4.5025,0.5187
FXYD4,4.5025,3.9118,212.0063,6.7976,2.8719,11.956,0.4259,10.3734,0,8.9021,10.8749,212.0063,24.7838545454545,6.7976,0
EQTN,1.3507,0.3556,0.4023,0,1.436,0,0.4259,0,1.717,13.3531,0.9886,13.3531,1.82083636363636,0.4259,0
CNNM2,279.6038,166.4296,298.4985,231.8731,218.7456,211.8604,293.8671,226.1411,53.9148,94.9555,96.3915,298.4985,197.480090909091,218.7456,53.9148
PARP16,328.6808,510.3129,235.3391,193.3535,195.7701,256.3367,198.8927,274.3776,170.3297,148.368,228.868,510.3129,249.1481,228.868,148.368
ZNF770,1266.5736,672.9872,896.1551,3494.713,2141.9836,577.714,879.4123,745.3994,2523.0082,4002.9674,502.6396,4002.9674,1609.41394545455,896.1551,502.6396
USP40,727.6002,235.7752,680.673,915.4079,970.2348,816.8341,725.2981,615.1452,873.6264,823.4421,631.2407,970.2348,728.661609090909,727.6002,235.7752
RNPC3,139.7253,83.926,75.8918,304.3807,82.7595,72.0038,214.6508,97.5104,77.6511,235.905,149.6935,304.3807,139.463445454545,97.5104,72.0038
EXOC2,598.8294,818.2788,800.1529,719.0332,1112.3955,722.1425,791.3118,543.5685,1449.5192,780.4154,697.9733,1449.5192,821.238227272727,780.4154,543.5685
KDM3A,1602.8816,792.6743,841.9909,1490.9366,2250.1598,1294.5959,1382.4532,909.2324,2683.0357,1670.6231,1362.8275,2683.0357,1480.12827272727,1382.4532,792.6743
STK31,2.2512,35.9175,506.0796,8.3082,10.0518,4.7824,30.6644,1.0373,60.0962,25.2226,21.2556,506.0796,64.1515272727273,21.2556,1.0373
SLAMF8,848.9239,725.6686,1880.1501,898.3988,535.8357,1256.5567,1849.029,587.806,598.41,882.4332,1228.9174,1880.1501,1026.55721818182,882.4332,535.8357
WRNIP1,1153.9847,1506.0455,746.2461,351.9637,959.7044,1000.9565,1153.322,1104.2531,1043.956,548.9614,1153.7321,1506.0455,974.829590909091,1043.956,351.9637
PAK6,225.0878,393.4531,238.4488,57.1299,51.1779,106.6667,109.2632,458.6566,14.8798,19.3027,37.1577,458.6566,155.565836363636,106.6667,14.8798
PRDM9,0,0,0,0,0,0.4782,31.5162,0,0,0,0,31.5162,2.90858181818182,0,0
