Gene,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-E9-A5FL-01A-11R-A27Q-07,TCGA-BH-A0WA-01A-11R-A109-07,TCGA-AR-A5QQ-01A-11R-A28M-07,TCGA-A2-A4S1-01A-21R-A266-07,TCGA-AR-A2LR-01A-12R-A18M-07,TCGA-A7-A26G-01A-21R-A169-07,TCGA-BH-A0DL-11A-13R-A115-07,TCGA-BH-A0DL-01A-11R-A115-07,MAX,AVG,MED,MIN
NELFCD,1744.4934,2185.4005,2262.1753,2031.2966,1396.2393,2476.6163,2937.8205,1413.0435,2110.2532,2937.8205,2061.926511,2110.2532,1396.2393
PPHLN1,998.329,936.6925,1523.2824,1065.077,487.5351,761.7744,1007.0181,818.5255,713.4033,1523.2824,923.5152556,936.6925,487.5351
VPS54,833.0548,616.2791,1424.7633,463.9841,707.0535,1606.0864,1287.3841,911.7832,810.3768,1606.0864,962.3072556,833.0548,463.9841
ATP6V1H,838.5235,1055.5556,1706.6373,1480.3775,1169.9141,759.8323,1333.6555,965.6585,1275.7875,1706.6373,1176.215756,1169.9141,759.8323
TMBIM4,1138.3685,1006.1047,1101.939,1169.7864,1089.424,663.7002,2013.2667,1131.0901,718.7708,2013.2667,1114.716711,1101.939,663.7002
ZNF44,177.8277,32.9457,135.1695,139.6473,136.9863,154.6417,303.1623,318.4499,327.6776,327.6776,191.8342222,154.6417,32.9457
C9orf78,2781.1028,1630.491,1153.1518,2108.7928,1427.7206,962.7779,1279.4441,1351.2917,1520.383,2781.1028,1579.461744,1427.7206,962.7779
ATP8A2,7.2915,39.4057,1.3683,20.8644,24.6746,86.4218,7.6663,55.7656,2.1618,86.4218,27.29111111,20.8644,1.3683
NUDT9,508.5827,1155.6848,369.4464,526.5772,1013.3583,372.3907,305.829,577.5047,582.4583,1155.6848,601.3146778,526.5772,305.829
ZFYVE1,527.4191,377.907,468.6496,371.0879,682.379,553.0026,530.8885,745.1166,432.0568,745.1166,520.9452333,527.4191,371.0879
PANK1,36.4575,53.6176,209.6951,61.5996,187.1863,120.4079,135.5285,134.5306,260.3459,260.3459,133.2632222,134.5306,36.4575
IL20RA,33.4194,166.0207,15.0515,54.6448,1.7017,142.7417,132.7906,606.4902,274.2434,606.4902,158.5671111,132.7906,1.7017
WWC2,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,16.4059,1.938,12.999,0,1.7017,109.7266,0.5476,12.2873,0.3088,109.7266,17.32387778,1.938,0
SH3TC1,797.2049,213.1783,178.9079,1199.7019,975.0702,276.2585,140.183,255.8286,960.1606,1199.7019,555.1659889,276.2585,140.183
RIN2,1008.6587,713.8243,2052.1381,2075.0124,1602.995,1078.8162,4156.7559,2214.8708,4783.5083,4783.5083,2187.397744,2052.1381,713.8243
ANKIB1,1102.8407,869.509,2559.1007,920.5166,1131.626,1752.2267,2494.2726,1598.6137,1531.8098,2559.1007,1551.168422,1531.8098,869.509
RHOF,282.4001,373.4367,145.7364,208.2116,65.362,23.5572,232.5998,118.1569,127.7301,373.4367,175.2434222,145.7364,23.5572
DDX4,0.6076,5.168,1.7104,0,0.8508,0,0,0.9452,1.853,5.168,1.237222222,0.8508,0
CCDC93,850.676,281.6537,933.1943,479.384,673.0197,845.2831,832.063,1322.9364,853.9222,1322.9364,785.7924889,845.2831,281.6537
GNB1L,45.8575,228.9018,58.4238,288.2812,120.0034,163.0751,40.2807,48.5381,85.7721,288.2812,119.9037444,85.7721,40.2807
LZTFL1,379.7661,163.4367,638.3213,353.2042,150.5998,961.3214,618.7767,665.0914,375.2316,961.3214,478.4165778,379.7661,150.5998
TMEM106B,915.6919,481.2661,1450.7614,626.925,1175.0191,1485.193,2491.2608,1900.126,1323.0389,2491.2608,1316.586911,1323.0389,481.2661
GPN2,329.9408,350.7752,276.4007,708.3954,358.2064,266.5482,233.2733,239.1304,512.6621,708.3954,363.9258333,329.9408,233.2733
AHI1,261.2791,245.478,218.9312,205.1664,310.559,460.7545,431.5009,510.397,218.0358,510.397,318.0113222,261.2791,205.1664
BSPRY,1139.2982,81.3953,355.4212,148.0378,0,43.2109,488.7241,561.4367,618.9006,1139.2982,381.8249778,355.4212,0
GON4L,901.5099,553.1912,1633.5382,642.8813,621.7476,1316.3743,1758.5662,1457.7977,1679.5491,1758.5662,1173.906167,1316.3743,553.1912
CWC25,861.6132,249.354,267.5066,369.1008,279.9285,223.3373,223.6905,502.2054,490.4262,861.6132,385.2402778,279.9285,223.3373
NSUN2,2466.9604,2481.9121,3413.9587,2376.5524,2558.4957,3100.9897,1856.3302,1230.6238,2099.1353,3413.9587,2398.3287,2466.9604,1230.6238
UCKL1,841.9201,589.1473,495.2566,915.0323,644.0313,833.1064,274.0606,377.2842,605.5559,915.0323,619.4883,605.5559,274.0606
ATG16L1,2463.3146,213.8243,705.027,801.7884,656.0027,380.6444,844.6576,736.925,760.9636,2463.3146,840.3497333,736.925,213.8243
SUSD4,26.7355,139.5349,195.6698,131.1475,399.0471,155.8506,42.9858,201.9534,1831.3774,1831.3774,347.1446667,155.8506,26.7355
DET1,77.7761,52.3256,235.6931,115.2509,91.8914,217.0256,90.6261,183.995,152.5633,235.6931,135.2385667,115.2509,52.3256
C9orf40,208.4156,209.9483,270.5853,371.5847,87.6372,138.372,165.646,181.7895,169.2403,371.5847,200.3576556,181.7895,87.6372
WDR70,650.7671,591.7313,465.5709,593.1446,543.691,855.9644,634.9306,513.8626,529.3391,855.9644,597.6668444,591.7313,465.5709
SLC6A15,0.6076,171.8346,120.0701,3.4774,0,589.4162,58.0445,23.3144,9.265,589.4162,108.4477556,23.3144,0
RBM23,850.676,855.2972,1351.2161,987.5807,1354.5478,1407.0249,1006.4705,1466.6037,1234.7128,1466.6037,1168.236633,1234.7128,850.676
SEC61A2,246.295,242.8165,181.0185,69.7715,124.1215,494.1726,277.368,110.1764,127.5077,494.1726,208.1386333,181.0185,69.7715
RNF220,1128.1604,1214.4315,1056.049,1390.4173,1852.6929,1487.8342,714.0136,1127.0321,1479.0025,1852.6929,1272.1815,1214.4315,714.0136
DZANK1,116.0565,38.1137,100.9136,40.2385,25.5254,78.6536,181.5261,132.9553,127.8567,181.5261,93.53771111,100.9136,25.5254
PBRM1,754.0635,359.1731,2242.3346,1076.006,555.6028,3551.5484,2151.755,2164.1462,1218.9623,3551.5484,1563.732433,1218.9623,359.1731
ECHDC2,744.9491,528.4238,290.768,318.927,787.8839,430.6526,268.3191,1151.2287,524.0889,1151.2287,560.5823444,524.0889,268.3191
UBE2W,525.5962,545.8656,1185.6494,670.6408,473.0707,702.5414,1634.5562,623.8185,1080.9141,1634.5562,826.9614333,670.6408,473.0707
C4orf19,28.1999,257.1059,216.8787,5.1863,8.568,230.1539,528.4463,284.8771,917.6405,917.6405,275.2285111,230.1539,5.1863
SLC29A3,676.895,312.6615,185.0653,180.3279,485.8334,172.8436,325.5423,238.8154,339.0982,676.895,324.1202889,312.6615,172.8436
LARP6,192.0097,271.9638,377.9984,875.8073,978.4736,574.3652,128.9575,366.0996,129.7097,978.4736,432.8205333,366.0996,128.9575
STAP2,278.9002,1772.6098,199.4327,951.3164,40.8406,452.0153,359.4928,141.1468,326.1272,1772.6098,502.4313111,326.1272,40.8406
BTBD2,1443.111,2372.739,1001.2683,2191.2568,2356.8451,606.8948,586.7427,1382.1676,907.9679,2372.739,1427.665911,1382.1676,586.7427
BTBD7,369.4364,557.4935,917.1166,378.5395,593.0401,802.0722,880.7986,1516.3831,1043.2366,1516.3831,784.2351778,802.0722,369.4364
ZNF83,1534.2549,735.1421,528.1716,290.1143,663.6603,966.6621,320.0664,1488.3428,506.1767,1534.2549,781.3990222,663.6603,290.1143
HR,569.9529,217.0543,451.8877,2193.7407,647.4943,878.7837,203.1559,367.0447,3724.8301,3724.8301,1028.216033,569.9529,203.1559
ADCY10,0.6076,0,0,1.9871,1.7017,1.4565,0.5476,1.8904,3.706,3.706,1.321877778,1.4565,0
SPATA7,105.1192,118.863,90.9933,138.5991,154.0032,124.7776,130.3264,224.9527,172.6374,224.9527,140.0302111,130.3264,90.9933
EAPP,578.4597,860.4651,423.4951,561.3512,556.4537,581.1625,413.7043,785.4442,778.8758,860.4651,615.4901778,578.4597,413.7043
EAF2,104.5116,113.6951,30.103,107.7993,79.1287,18.4496,74.746,38.7524,108.7091,113.6951,75.09942222,79.1287,18.4496
BRK1,2655.3243,2865.6331,2783.1632,4096.8703,3673.9556,2256.6777,3361.9289,2716.7612,2234.404,4096.8703,2960.524256,2783.1632,2234.404
ZC3H15,1839.8906,1934.7545,1881.4402,1558.8674,1390.2833,1136.5926,2321.2341,1238.8154,1666.7696,2321.2341,1663.183078,1666.7696,1136.5926
SLC22A11,1.2153,2.584,0,0.9935,0.8508,4.8552,1.9166,15.753,0.3088,15.753,3.164133333,1.2153,0
ZMAT5,355.1937,835.9496,337.934,432.8217,390.1302,207.1987,177.2166,167.051,291.2199,835.9496,354.9683778,337.934,167.051
PCDHGC5,3.0381,3.23,3.065,124.2424,123.6961,25.2468,11.7732,13.305,4.9413,124.2424,34.72643333,11.7732,3.0381
PCDHGC4,1.2153,1.292,9.2362,1.4903,0,59.2135,5.2021,10.0819,6.7943,59.2135,10.50284444,5.2021,0
PCDHGB4,7.8991,23.9018,29.761,227.233,159.2955,24.2758,357.5653,306.6509,4.6325,357.5653,126.8016556,29.761,4.6325
PCDHB13,33.4194,125.969,22.2352,153.5022,87.6372,62.6315,61.6039,82.2306,30.8833,153.5022,73.34581111,62.6315,22.2352
PCDHB10,112.4108,72.9974,110.1498,70.5415,164.2134,416.0871,162.908,112.7914,71.0315,416.0871,143.6812111,112.4108,70.5415
PCDHB10,78.9913,169.2506,218.9312,81.4704,277.376,336.948,164.0032,114.6818,146.0778,336.948,176.4144778,164.0032,78.9913
C8orf44,30.0471,96.8992,84.3843,10.4322,46.0393,36.472,100.3924,52.5614,52.4768,100.3924,56.63385556,52.4768,10.4322
CPXM1,903.5394,1600.1292,230.5619,807.7496,199.0981,755.4627,785.7917,1617.8324,180.9759,1617.8324,786.7934333,785.7917,180.9759
TMPRSS4,126.9938,1496.77,2.0525,774.466,0,14.08,132.7906,1.2602,4699.8147,4699.8147,805.3586444,126.9938,0
FMN2,2.4305,47.8036,1.3683,34.2772,100.3999,135.9444,23.2726,6.9313,0,135.9444,39.15864444,23.2726,0
NDUFA4L2,1578.6116,12516.7959,3971.8913,124.1927,1611.5034,1033.1777,113.0773,254.2533,223.286,12516.7959,2380.754356,1033.1777,113.0773
PRTFDC1,24.9127,204.7804,994.7687,29.8063,30.6305,1415.2787,345.5293,164.7763,39.2217,1415.2787,361.0782889,164.7763,24.9127
TULP4,566.3072,531.0078,1209.595,431.694,291.8404,914.2263,1476.5765,1014.8078,1254.7869,1476.5765,854.5379889,914.2263,291.8404
EPPIN,0,0.646,1.0262,0,0,0.971,6.2973,4.7259,0,6.2973,1.518488889,0.646,0
PLXDC1,329.8861,331.3953,377.5435,412.8167,2486.9991,369.4776,640.4038,748.5444,349.2897,2486.9991,671.8173556,377.5435,329.8861
SMURF1,682.3333,710.5233,1236.4175,1444.8236,935.0804,797.7996,1011.2126,1136.317,1710.0988,1710.0988,1073.845122,1011.2126,682.3333
SALL4,18.2288,118.863,18.8144,13.4128,8.5085,231.5911,73.6509,3.1506,7.1032,231.5911,54.8137,18.2288,3.1506
ABHD6,120.9175,93.6693,148.4627,228.0179,142.9422,70.3998,149.2183,315.3749,117.0476,315.3749,154.0055778,142.9422,70.3998
PLEKHG5,670.2111,634.3669,243.9031,1243.9146,605.8028,558.3432,123.7553,554.5054,691.1674,1243.9146,591.7744222,605.8028,123.7553
GALNT16,103.904,231.9121,35.5763,61.1028,19.5695,697.2008,89.531,873.3459,14.5151,873.3459,236.2952778,89.531,14.5151
GATAD2B,1160.5651,711.2403,1361.4785,461.5002,485.8334,4771.6498,1447.5542,1411.4682,1559.6047,4771.6498,1485.654933,1361.4785,461.5002
ZNF512B,947.8232,1192.7842,949.6415,924.918,1014.7962,1579.7423,603.31,771.8526,1043.1161,1579.7423,1003.109344,949.6415,603.31
ARID1B,847.0302,872.739,1718.268,742.1759,666.2129,1705.1317,2395.4326,2438.2483,1726.3743,2438.2483,1456.845878,1705.1317,666.2129
ARHGAP31,352.4229,290.6977,1319.0606,511.6741,1043.9888,3273.3479,1678.6372,1652.804,647.3132,3273.3479,1196.660711,1043.9888,290.6977
SERINC1,2655.9319,1927.6486,3840.8746,2428.7134,6862.0778,4328.8593,6552.736,7956.8368,2767.449,7956.8368,4369.014156,3840.8746,1927.6486
STAMBPL1,120.3099,76.8734,62.2586,195.231,115.7151,14.5655,161.5391,156.5848,162.4985,195.231,118.3973222,120.3099,14.5655
TMEM181,794.1668,878.553,1323.1656,740.1888,469.6673,1881.3739,2458.1316,1906.1122,827.0537,2458.1316,1253.156989,878.553,469.6673
SYT13,4294.6985,79.4574,950.9825,4.9677,1034.6295,892.8636,220.9526,24.5747,1.2353,4294.6985,833.8179778,220.9526,1.2353
WDFY1,1243.8098,352.7132,1148.0206,1067.5609,845.7415,1070.5624,2128.4824,1567.7379,1310.9944,2128.4824,1192.847011,1148.0206,352.7132
BEGAIN,10.9373,58.1395,7.5258,18.3805,61.261,250.0407,1.6428,56.7108,2.4707,250.0407,51.90101111,18.3805,1.6428
SLAIN2,1101.0178,828.1654,1154.5201,765.5241,1264.358,968.1186,1330.0962,1409.8929,1796.4793,1796.4793,1179.796933,1154.5201,765.5241
ZFAT,188.9716,171.8346,954.6872,212.1212,217.8167,341.3176,297.6152,281.6005,286.2878,954.6872,328.0280444,281.6005,171.8346
DPP10,0,0,0.3421,0,0,55.8343,0,0.9452,0,55.8343,6.346844444,0,0
POGK,1407.2611,3481.9121,2661.0406,964.7293,683.2298,2373.687,1760.2281,1414.6188,2559.6047,3481.9121,1922.9235,1760.2281,683.2298
KIAA1522,5185.4777,5479.3282,3747.4868,2163.4377,337.7861,2505.2618,2639.1101,3418.3995,7303.2736,7303.2736,3642.1735,3418.3995,337.7861
ZBTB4,1716.5426,1402.4548,1331.7176,1263.2886,1236.2801,1033.1777,1450.8398,3915.2489,1541.6924,3915.2489,1654.5825,1402.4548,1033.1777
USP29,0,0,0,0,0,0,0,0,0,0,0,0,0
NCKAP5L,1003.7977,989.0181,463.1764,647.2926,880.6262,934.1325,513.6394,700.063,254.4781,1003.7977,709.5804444,700.063,254.4781
CTDSP1,3562.5095,2158.2687,1206.1742,2416.2941,4158.0873,1757.5674,1677.542,2989.288,2322.1124,4158.0873,2471.982622,2322.1124,1206.1742
ZNF462,18.2288,429.5866,1092.6036,258.3209,183.7829,1384.6912,2092.0677,955.2615,844.3484,2092.0677,806.5435111,844.3484,18.2288
DMRT3,13.3678,76.8734,58.8378,7.4516,0.8508,97.1032,12.5946,39.0674,4.3237,97.1032,34.4967,13.3678,0.8508
ABRACL,1137.4753,1397.2868,1107.6552,972.1808,627.0739,505.9075,878.0606,378.702,695.491,1397.2868,855.5370111,878.0606,378.702
IL21,1.8229,0,0,0.4968,0,0,0,0.7561,0.6177,1.8229,0.410388889,0,0
EXOC4,1793.1034,1388.2429,1701.8482,1126.6766,1424.3172,1931.382,1115.7147,1772.2117,2067.9432,2067.9432,1591.2711,1701.8482,1115.7147
VIPAS39,349.3848,1748.062,555.8801,426.7263,565.813,306.3605,605.9084,549.7795,679.4317,1748.062,643.0384778,555.8801,306.3605
NSUN3,126.9938,186.0465,126.5696,75.5092,59.5593,55.3488,156.0632,123.5035,131.8715,186.0465,115.7183778,126.5696,55.3488
NECAB3,834.2701,901.8088,184.0391,256.3338,541.1384,94.6756,235.7375,219.9118,198.8882,901.8088,385.2003667,235.7375,94.6756
SAMSN1,221.7834,63.9535,124.5171,438.6488,269.7184,175.7567,317.0546,158.7902,348.672,438.6488,235.4327444,221.7834,63.9535
MMS19,888.9564,981.2661,1255.7758,978.1421,1083.1277,707.3966,1091.6207,1288.9099,1201.6677,1288.9099,1052.984778,1083.1277,707.3966
ZNF106,834.8777,571.0594,1209.9371,956.7809,1431.124,1625.0215,2080.2945,3928.4814,1722.3595,3928.4814,1595.548444,1431.124,571.0594
ATG3,1231.0497,1000.646,714.6052,1325.385,999.7447,757.4047,924.6058,698.4877,1100.6794,1325.385,972.5120222,999.7447,698.4877
INF2,15852.9546,2734.4961,1643.6946,4058.619,3569.3015,1824.083,829.0513,1666.0365,1221.7418,15852.9546,3711.108711,1824.083,829.0513
SMYD3,342.0933,437.9845,156.3306,229.0114,247.5964,304.4184,188.9186,201.3233,132.1804,437.9845,248.8729889,229.0114,132.1804
IPPK,1042.1145,312.6098,606.4224,818.2414,486.8289,249.9824,282.4278,334.4833,1121.2477,1121.2477,583.8175778,486.8289,249.9824
GINS3,309.2815,343.0233,226.7991,328.3656,112.3118,330.6363,231.9044,137.6812,446.8808,446.8808,274.0982222,309.2815,112.3118
NMNAT1,185.9335,169.2506,332.5018,206.16,257.8065,261.2075,347.9935,353.4972,342.8042,353.4972,273.0172,261.2075,169.2506
YTHDC2,686.0094,288.1137,364.3152,671.6344,817.6636,732.6434,836.4438,931.317,794.3175,931.317,680.2731111,732.6434,288.1137
MRPS9,713.9602,942.5065,516.5409,506.2096,474.7724,438.9063,436.4292,474.1651,627.8567,942.5065,570.1496556,506.2096,436.4292
MRPL32,838.5235,910.8527,673.8977,913.5618,823.6195,672.925,707.7601,716.7612,907.9679,913.5618,796.2077111,823.6195,672.925
WNK4,48.5736,105.885,128.8171,28.46,3.9139,113.0524,5.8318,217.0951,1.6924,217.0951,72.59125556,48.5736,1.6924
ZBTB10,210.8461,153.1008,1469.9179,58.1222,162.5117,1251.1743,1573.4999,669.5022,60.2224,1573.4999,623.2108333,210.8461,58.1222
CYP4F12,27.9508,35.5297,0,3.9742,1.7017,1.9421,0.2738,58.2861,33.0451,58.2861,18.07816667,3.9742,0
LYNX1,1034.7866,213.8243,176.8554,387.4814,3461.2439,201.4891,42.4382,599.2439,410.1297,3461.2439,725.2769444,387.4814,42.4382
DDX50,1136.2601,629.199,909.2487,853.4526,597.2943,602.5252,1557.6198,1033.0813,736.8746,1557.6198,895.0617333,853.4526,597.2943
DDA1,1212.2133,1930.8786,654.057,1121.2121,1016.7617,896.2623,697.9035,536.5469,487.029,1930.8786,950.3182667,896.2623,487.029
NABP2,1249.2784,1012.2739,472.0704,1169.8957,451.7995,409.7754,520.2105,433.8374,674.1816,1249.2784,710.3692,520.2105,409.7754
TSEN34,2155.2484,1454.1344,1169.2296,1373.075,774.2704,1304.0956,819.4685,631.695,803.5825,2155.2484,1164.977711,1169.2296,631.695
TMEM223,260.6714,1248.708,389.6292,511.6741,290.1387,216.0546,295.151,195.3371,294.3175,1248.708,411.2979556,294.3175,195.3371
DSCC1,216.9224,382.4289,433.4154,362.1461,130.1795,507.3641,402.7525,85.0662,226.992,507.3641,305.2519,362.1461,85.0662
MMP28,51.6482,282.9457,35.2342,2611.5251,511.3588,55.3488,84.3289,270.0063,184.9907,2611.5251,454.1540778,184.9907,35.2342
TNIP2,965.5172,1152.4548,507.3047,813.7109,1346.8902,270.9178,237.1065,522.9994,1235.9481,1346.8902,783.6499556,813.7109,237.1065
NOL9,120.9175,77.5194,286.6631,251.3661,185.4846,226.7359,736.5086,305.6081,388.8203,736.5086,286.6248444,251.3661,77.5194
ZNF419,308.0662,166.6667,170.0138,108.2961,191.4405,540.8647,202.3345,208.5696,224.8301,540.8647,235.6758,202.3345,108.2961
DHRS12,357.8915,395.9948,113.5706,140.5862,154.0032,94.6756,120.196,269.0611,76.5905,395.9948,191.3966111,140.5862,76.5905
C12orf49,937.5665,288.7597,1569.1211,469.4486,233.132,637.9678,1195.1152,552.615,672.0198,1569.1211,728.4161889,637.9678,233.132
TMC5,699.9848,126.615,1.3683,62.0964,5.9559,16.9931,2342.8639,426.9061,480.8524,2342.8639,462.6262111,126.615,1.3683
BORA,271.1165,474.522,178.641,238.8127,77.6823,348.8771,219.0168,141.4209,234.3422,474.522,242.7146111,234.3422,77.6823
ALG13,266.1401,239.6641,663.6353,308.9916,530.0774,537.466,372.635,521.109,453.6751,663.6353,432.5992889,453.6751,239.6641
PRR5L,199.9089,411.4987,110.8339,310.9786,360.759,176.2423,1504.7774,219.2817,146.3867,1504.7774,382.2963556,219.2817,110.8339
SETD6,735.616,361.3372,274.2216,233.4873,351.5017,454.5885,216.0078,356.528,500.7752,735.616,387.1181444,356.528,216.0078
DHDDS,861.6132,637.5969,1028.2926,879.2846,1428.5714,871.0154,878.6082,1187.4606,1232.8598,1428.5714,1000.589189,879.2846,637.5969
CPED1,387.6652,82.0413,100.5715,69.5479,357.3556,424.3409,420.2753,1016.3831,109.6356,1016.3831,329.7573778,357.3556,69.5479
WWC2,470.3023,153.7468,666.714,339.2946,550.4977,795.7605,550.0542,857.2779,90.7968,857.2779,497.1605333,550.0542,90.7968
MZT2B,2278.5964,3134.3669,802.5198,3065.5738,1927.1675,1487.6206,231.3568,654.6944,862.2607,3134.3669,1604.906322,1487.6206,231.3568
UXS1,767.4313,621.447,1136.0478,1058.1222,1700.8423,1055.0259,978.2696,561.7517,724.8301,1700.8423,955.9742111,978.2696,561.7517
CENPT,1856.9041,1049.7416,252.7971,665.6731,2115.2046,511.2482,496.3904,555.1355,660.9018,2115.2046,907.1107111,660.9018,252.7971
MYO19,595.297,653.947,948.93,1348.8674,371.0542,1354.5698,268.6942,459.1871,1172.1557,1354.5698,796.9669333,653.947,268.6942
ALPK1,401.6406,362.4031,393.05,304.5206,433.0809,463.1821,498.8545,1030.8759,1637.4305,1637.4305,613.8931333,433.0809,304.5206
FAM214B,731.5813,470.9302,479.9383,1092.3994,1156.3005,311.7012,320.3402,389.729,316.5534,1156.3005,585.4970556,470.9302,311.7012
TRIM45,264.9248,106.5891,174.4608,78.4898,51.9016,410.7464,151.6824,206.0491,263.4342,410.7464,189.8086889,174.4608,51.9016
CDK5RAP3,2750.7216,2480.6202,1085.42,1722.305,2455.5433,1087.5555,737.33,1855.3875,2016.9858,2750.7216,1799.096544,1855.3875,737.33
BPIFB2,3002.2786,1.292,0,0.4968,5.1051,0.4855,5.2021,63.9572,0,3002.2786,342.0908111,1.292,0
CD276,2222.6948,2225.4522,4814.4344,7913.0651,12008.8488,4363.8164,3533.0508,1625.0788,2049.4132,12008.8488,4528.428278,3533.0508,1625.0788
TUBB1,6.6839,16.1499,16.0778,7.4516,24.6746,41.7544,26.2843,22.0542,4.9413,41.7544,18.45244444,16.1499,4.9413
DCSTAMP,41.9262,0.646,6.1574,28.8127,20.4203,13.1089,27.9271,4.4108,58.6782,58.6782,22.45417778,20.4203,0.646
HM13,4531.9824,6553.5594,2765.269,4515.5589,7327.091,1651.0937,3906.5072,1933.5696,4281.3805,7327.091,4162.890189,4281.3805,1651.0937
FBXO38,716.3907,620.801,639.0055,596.622,687.484,923.9367,661.215,887.5236,605.9296,923.9367,704.3231222,661.215,596.622
FAM117A,351.8153,220.2842,315.7399,271.237,479.0266,231.1055,340.601,545.9987,147.0043,545.9987,322.5347222,315.7399,147.0043
NDEL1,985.5689,571.7054,821.6762,882.2653,971.6668,801.1011,602.6228,1012.2873,556.2075,1012.2873,800.5668111,821.6762,556.2075
CSRNP2,1249.2784,814.5995,1016.3198,561.848,728.3247,1248.2612,1274.7896,992.1235,902.7177,1274.7896,976.4736,992.1235,561.848
CDADC1,142.1844,218.3463,72.863,119.225,103.8033,204.4022,144.5638,251.7328,84.6201,251.7328,149.0823222,142.1844,72.863
TSPAN14,10982.2269,3041.3437,1947.1196,2475.9066,1608.1001,1574.5279,2730.2839,2933.2073,2602.8413,10982.2269,3321.728589,2602.8413,1574.5279
SPRY4,729.1508,335.9173,858.6209,1386.4878,1650.6424,799.6446,1207.9836,681.4745,544.1631,1650.6424,910.4538889,799.6446,335.9173
SLIRP,491.5692,7208.6563,442.9936,1195.231,861.0568,525.3281,270.5095,337.1141,641.1365,7208.6563,1330.399456,525.3281,270.5095
KIF18A,194.4402,215.7623,243.561,348.7332,49.3491,684.5773,417.2636,38.7524,245.5219,684.5773,270.8845556,243.561,38.7524
TEX101,0,0,0,1.4903,0.8508,0.4855,0,0,15.4416,15.4416,2.0298,0,0
NRIP2,103.904,23.9018,17.4461,22.3547,51.9016,58.2619,93.0903,257.719,38.2952,257.719,74.09717778,51.9016,17.4461
INHBE,1.8229,7.7519,2.0525,2.4839,7.6576,6.3117,2.738,1.5753,1.5442,7.7519,3.770888889,2.4839,1.5442
TFAP2D,0,0,0,0,0,0,0,0.3151,0,0.3151,0.035011111,0,0
SYT15,38.2804,5.814,48.9174,13.9096,39.1389,77.197,49.8307,360.7435,72.2668,360.7435,78.45536667,48.9174,5.814
ATAD3B,1282.0902,392.7649,221.3258,732.2404,949.5448,377.2458,99.3876,180.5293,714.3298,1282.0902,549.9398444,392.7649,99.3876
HMCN1,266.7477,510.3359,333.8701,242.4242,1426.0189,3090.7939,7722.1145,1788.5948,183.4466,7722.1145,1729.371844,510.3359,183.4466
KCTD10,2158.2865,1990.3101,2126.3695,1659.2151,1959.4997,1854.6705,1600.8794,2143.3522,1449.9691,2158.2865,1882.505789,1959.4997,1449.9691
TATDN1,208.4156,624.677,910.275,589.6672,233.9828,1907.0723,580.7192,353.1474,560.5312,1907.0723,663.1653,580.7192,208.4156
ZNF644,675.0722,414.0827,1829.444,525.0869,509.6571,2119.2767,1713.4092,1466.9187,1850.2162,2119.2767,1233.684856,1466.9187,414.0827
C19orf44,80.1215,128.4625,124.1203,104.2176,123.8833,449.8013,125.5761,205.712,137.341,449.8013,164.3595111,125.5761,80.1215
USP48,878.6268,952.8424,1412.7905,1213.1148,1246.4903,1187.0862,1413.0561,1541.5879,1718.0358,1718.0358,1284.847867,1246.4903,878.6268
TXNDC2,0.6076,0,1.3683,0.9935,5.1051,0.4855,1.9166,1.2602,1.2353,5.1051,1.441344444,1.2353,0
NOA1,417.4389,341.0853,365.6836,403.8748,358.2064,821.0073,472.2964,765.9105,376.467,821.0073,480.2189111,403.8748,341.0853
NUDT16L1,1540.3312,923.1266,303.7671,574.2673,1009.9549,279.1716,380.3013,313.1695,347.4367,1540.3312,630.1695778,380.3013,279.1716
CMSS1,427.7685,916.6667,500.4631,1061.1028,414.3623,442.3049,1026.7313,474.7952,507.412,1061.1028,641.2896444,500.4631,414.3623
PARD6G,334.1941,212.5323,326.6864,406.3587,453.5012,298.1067,302.8173,435.4127,792.1557,792.1557,395.7516778,334.1941,212.5323
SLC12A8,932.0978,1567.1835,571.6157,467.4615,289.2878,385.4996,529.7933,183.995,354.231,1567.1835,586.7961333,467.4615,183.995
TUBB6,1224.5967,6868.5724,3888.1296,2521.0432,2461.848,2101.7641,1022.8133,2141.7549,2702.8443,6868.5724,2770.374056,2461.848,1022.8133
ZGPAT,1073.6442,1188.9987,227.1206,945.1565,964.9196,643.0026,115.9248,432.7095,630.8493,1188.9987,691.3695333,643.0026,115.9248
KISS1R,2.4305,3.23,0,6.458,0,0,0.2738,0,0.3088,6.458,1.411233333,0.2738,0
IL1F10,0,0,0,3.4774,0,0,0,0,0.9265,3.4774,0.489322222,0,0
USP38,613.702,386.3049,735.13,448.5842,588.7858,1065.2218,1225.5065,835.5388,746.4484,1225.5065,738.3580444,735.13,386.3049
GTPBP3,408.3245,555.5556,227.8253,475.4098,216.9659,643.3085,390.9793,272.2117,380.7906,643.3085,396.8190222,390.9793,216.9659
FUT10,41.9262,78.8114,67.0477,78.9866,79.9796,69.4288,204.7987,226.528,57.4429,226.528,100.5499889,78.8114,41.9262
TUBA1C,5799.1797,14005.814,5799.967,23275.2111,4026.2061,3185.955,3381.916,1240.7057,8777.3317,23275.2111,7721.365144,5799.1797,1240.7057
