Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
RPL5,19656.4841,23500.3928,24817.2983,28147.6462,34493.9529,20377.7038,32241.3009,16113.7885,24439.2523,56961.5337,56961.5337,28074.93535,24628.2753,16113.7885
RPL22,5175.024,7289.0809,8860.0583,7306.7047,8900.0637,6019.9667,10959.285,4933.7349,5690.0312,15831.5723,15831.5723,8096.55217,7297.8928,4933.7349
RPL37,1678.3862,4221.524,9829.932,6264.622,12082.1133,6539.9334,11892.7507,7231.593,4644.8598,12875.6608,12875.6608,7726.13752,6885.7632,1678.3862
RPL38,3018.6359,4267.8712,4840.622,5619.1155,6022.2788,6052.4126,5873.8828,3504.0161,4630.8411,12377.9617,12377.9617,5620.76377,5229.86875,3018.6359
RPN1,3937.7522,4130.4006,6036.9291,5496.4337,3984.0866,3790.3494,4884.8064,4634.5382,5175.2336,5340.3907,6036.9291,4741.09205,4759.6723,3790.3494
RPN2,5805.9558,5253.7313,6254.6161,6496.4265,5444.9395,4318.6273,6897.716,4090.3481,6714.1511,8119.8691,8119.8691,5939.63808,6030.28595,4090.3481
RPS2,8006.1479,7424.9804,12094.2663,20374.465,12767.0274,14352.9285,15495.5313,6210.8434,11525.7009,30385.9802,30385.9802,13863.78713,12430.64685,6210.8434
RPS7,4223.6311,4337.7848,4088.4354,4912.9815,7406.7473,3931.7804,4249.2552,2655.9572,6075.5452,12772.961,12772.961,5465.50791,4293.52,2655.9572
RPS9,4273.5831,5599.3716,8036.9291,16290.2996,4738.3832,9967.5541,9015.8888,5612.4498,5235.9813,24353.024,24353.024,9312.34646,6824.68945,4273.5831
RPS17,3299.1354,6945.7973,8583.0904,9820.97,6510.5029,9787.8536,6442.8997,4168.0054,5894.8598,16729.5374,16729.5374,7818.26519,6728.1501,3299.1354
RPS19,4277.4256,5087.1956,5190.4762,7458.6305,7255.2514,6669.7171,6247.2691,4125.1673,7940.81,19996.1817,19996.1817,7424.81245,6458.4931,4125.1673
RPS27A,3820.9414,6689.7093,7197.2789,11856.6334,6353.9147,10658.0699,9436.9414,6394.2436,10105.1402,14981.0071,14981.0071,8749.38799,8317.11015,3820.9414
RPS28,37.6561,272.5844,44.7036,97.7175,512.4125,699.6672,456.8024,249.6653,271.028,413.4326,699.6672,305.56696,271.8062,37.6561
RPS29,2363.1124,3335.4281,3898.931,5462.1969,3618.0777,4016.6389,3953.3267,2724.8996,3760.1246,7308.8039,7308.8039,4044.15398,3829.5278,2363.1124
RRBP1,2359.2699,1111.5475,2460.6414,1922.2539,974.5385,1911.8136,1996.0278,1147.2557,2026.4798,1949.9799,2460.6414,1785.9808,1936.1169,974.5385
RRM1,1666.8588,2267.0856,2085.5199,1691.8688,1669.6372,1770.3827,1545.1837,1179.3842,1690.81,1619.4972,2267.0856,1718.62281,1680.2236,1179.3842
RRM2,2075.6964,2196.3865,2692.9057,1624.8217,1330.9994,2950.9151,1390.2681,750.3347,1857.4766,841.3485,2950.9151,1771.11527,1741.14915,750.3347
RTKN,23.0548,75.4124,20.4082,32.097,95.4806,66.5557,337.6365,93.0388,94.2368,155.3664,337.6365,99.32872,84.2256,20.4082
S100A4,4486.4553,2301.6496,7300.2915,12864.4793,730.1082,3078.203,1050.6455,8018.7416,160.4361,1570.7806,12864.4793,4156.17907,2689.9263,160.4361
S100A10,1794.4284,232.5216,5408.1633,6308.8445,432.8453,1146.4226,93.3466,6278.4471,782.7103,3593.177,6308.8445,2607.09067,1470.4255,93.3466
S100A13,36.1191,28.2797,21.38,114.1227,11.4577,94.01,68.5204,54.8862,61.5265,48.7166,114.1227,53.90189,51.8014,11.4577
SARS,1096.6378,989.7879,1184.6453,1813.8374,936.9828,926.7887,703.0785,1038.1526,1187.6947,1216.5979,1813.8374,1109.42036,1067.3952,703.0785
TSPAN31,486.4553,406.1273,449.9514,406.5621,431.5722,352.7454,560.0794,355.4217,476.6355,736.0154,736.0154,466.15657,440.7618,352.7454
MSMO1,310.4707,241.1626,469.3878,352.3538,266.7091,270.3827,93.3466,653.2798,140.9657,104.0165,653.2798,290.20753,268.5459,93.3466
SCN8A,1.537,39.2773,230.3207,1.4265,0,49.0849,26.8123,12.0482,1.5576,180.383,230.3207,54.24475,19.43025,0
CCL22,0,3.9277,13.6054,2.8531,0,0,0,0,0,0,13.6054,2.03862,0,0
SDHB,1050.5283,708.5625,1448.9796,1868.0456,616.8046,1072.3794,624.6276,914.9933,821.6511,1132.3314,1868.0456,1025.89034,982.7608,616.8046
SET,7698.5514,9845.9466,7394.0136,7847.3609,11350.4328,5805.3245,7361.3704,6917.0348,7423.5047,10408.6926,11350.4328,8205.22323,7561.02805,5805.3245
SETMAR,247.4544,479.183,338.1924,216.1198,495.226,230.4493,445.8788,309.9063,471.1838,746.5487,746.5487,398.01425,392.0356,216.1198
SFPQ,6324.1883,8392.3802,6883.586,7159.3866,8807.7721,6867.0216,11447.279,5993.2798,8084.6417,9288.1454,11447.279,7924.76807,7622.01415,5993.2798
SGCB,5.3794,10.9976,49.5627,15.6919,13.3673,123.1281,237.3386,6.0241,18.6916,161.9497,237.3386,64.2131,17.19175,5.3794
SGK1,1466.2824,449.3323,2203.1098,2323.8231,147.0401,329.4509,248.2622,688.0857,47.5078,240.9496,2323.8231,814.38439,389.3916,47.5078
SH3GL1,509.5101,405.3417,559.7668,704.7076,381.9223,939.2679,555.1142,499.3307,652.648,1515.4807,1515.4807,672.309,557.4405,381.9223
SHBG,0,0.7855,0,0,0.6365,1.6639,0,0.6693,0,1.3167,1.6639,0.50719,0.31825,0
STIL,764.6494,860.9584,554.9077,469.3295,670.2737,855.2413,741.8073,365.4618,1204.8287,377.8827,1204.8287,686.53405,706.0405,365.4618
SIPA1,2140.2498,1363.7078,2340.1361,2956.4907,670.2737,2431.7804,3827.2095,1546.8541,1190.81,4890.0914,4890.0914,2335.76035,2240.19295,670.2737
SIX1,0,0,0,0,0,9.1514,5.9583,0,2.3364,0,9.1514,1.74461,0,0
SLC2A3,5937.3679,5235.6638,6733.7221,7386.5906,3553.7874,9882.6955,618.6693,955.8233,2074.7664,2009.2298,9882.6955,4438.83161,4394.7256,618.6693
SLC2A4,3.074,29.0652,0,0,17.1865,119.8003,71.4995,1.3387,11.6822,5.2667,119.8003,25.89131,8.47445,0
SLC4A2,1012.7185,554.5326,1119.3197,1394.5506,792.2406,1495.8486,1318.3217,1042.751,1611.4174,2456.6587,2456.6587,1279.83594,1218.8207,554.5326
SLC7A2,25.3602,11.7832,119.5335,13.5521,172.5016,74.0433,245.283,3.3467,35.8255,204.083,245.283,90.53121,54.9344,3.3467
SLC8A2,0,0.7855,0.9718,0.7133,0,1.6639,36.7428,0,0.7788,5.2667,36.7428,4.69228,0.78215,0
SLC9A2,0,0.7855,0,0,3.8192,0,0,2.008,4.6729,0,4.6729,1.12856,0,0
SLC9A5,16.1383,9.4266,36.9291,22.1113,26.7346,35.7737,53.6246,10.7095,17.134,60.5666,60.5666,28.91483,24.42295,9.4266
SLC22A5,26.1287,236.4493,91.3508,37.8031,160.4074,261.2313,230.3873,186.0776,123.053,106.6498,261.2313,145.95383,141.7302,26.1287
SLPI,3.074,648.861,76.7736,3.5663,3.8192,14.975,14.8957,2.6774,9.3458,142.1998,648.861,92.01878,12.12075,2.6774
HLTF,853.7944,1872.7416,957.24,514.9786,1619.3507,1094.8419,1707.0506,861.4458,1078.6604,517.4491,1872.7416,1107.75531,1017.9502,514.9786
SMARCD3,298.1748,55.7738,402.3324,825.9629,19.0961,982.5291,92.3535,128.5141,29.595,520.0824,982.5291,335.44141,213.34445,19.0961
SNAPC3,901.4409,891.5947,753.1584,512.1255,711.0121,638.9351,590.864,1402.9451,728.972,190.9163,1402.9451,732.19641,719.99205,190.9163
SNCG,0.7685,0.7855,0,5.7061,0,0,2.9791,0,0.7788,0,5.7061,1.1018,0.38425,0
FSCN1,1677.6177,246.6614,408.1633,1000,1194.7804,341.9301,481.6286,665.9973,3257.0093,1607.6472,3257.0093,1088.14353,832.99865,246.6614
SNRNP70,2085.6868,2712.4902,2265.3061,2527.8174,2883.5137,4628.1198,4488.5799,2474.5649,4251.5576,9713.033,9713.033,3803.06694,2798.00195,2085.6868
SNRPB2,956.0038,1104.4776,1753.1584,1477.8887,1033.0999,1421.797,855.0149,926.3722,879.2835,1698.497,1753.1584,1210.5593,1068.78875,855.0149
SNRPD3,873.2142,1096.0016,1105.5588,1134.0157,980.7957,1005.6905,1327.289,824.3708,855.3816,965.3256,1327.289,1016.76435,993.2431,824.3708
SNRPE,587.1278,744.6976,730.8066,649.0728,702.1006,519.9667,889.7716,487.2825,667.4455,1395.6642,1395.6642,737.39359,684.77305,487.2825
SNTB1,2065.7061,2589.1595,2478.1341,2265.3352,2693.1891,2179.7005,1958.292,2900.2677,1501.5576,2084.2797,2900.2677,2271.56215,2222.51785,1501.5576
SOD1,630.1633,1067.557,844.5092,1361.6262,653.7237,1429.2845,1895.7299,840.6961,1060.7477,1843.3301,1895.7299,1162.73677,1064.15235,630.1633
CAPN15,1603.8425,974.077,643.3431,1315.2639,1539.147,1311.1481,1345.5809,1063.5877,2222.7414,1536.5473,2222.7414,1355.52789,1330.4224,643.3431
SOS1,2371.5658,4564.8075,1937.8037,1495.0071,3747.9313,1666.3894,3166.8322,3175.3681,4115.2648,1332.4643,4564.8075,2757.34342,2769.199,1332.4643
SOX9,1.537,3.1422,0,1.4265,0.6365,13.3111,37.7358,0,3.1153,1.3167,37.7358,6.22211,1.48175,0
SRC,277.4256,94.2655,103.9845,972.1826,17.823,94.8419,562.0655,866.8005,18.6916,267.2829,972.1826,327.53636,185.6337,17.823
SRF,975.9846,882.9537,972.7891,1609.1298,1372.3743,1090.6822,1638.5303,857.4297,1172.8972,1569.4639,1638.5303,1214.22348,1131.7897,857.4297
SRP19,560.7531,716.4179,681.2439,813.8374,612.8581,705.4908,714.995,602.4766,603.5826,863.7318,863.7318,687.53872,693.36735,560.7531
TRIM21,368.1076,390.4163,716.2293,465.0499,622.5334,406.822,167.8252,578.3133,485.2025,198.8163,716.2293,439.93158,435.93595,167.8252
ST13,3159.2699,4234.8782,2815.3547,2490.0143,4873.3291,2787.8536,5562.0655,2463.8554,4206.3863,5170.541,5562.0655,3776.3548,3682.8281,2463.8554
ST14,375.7925,53.4171,407.1914,535.6633,432.8453,69.8835,78.4508,253.6814,482.0872,22.3833,535.6633,271.13958,314.73695,22.3833
STAC,0,5.4988,0,0,1.2731,3.3278,10.9235,3.3467,8.567,0,10.9235,3.29369,2.30045,0
STAT1,3087.0317,3004.7133,1955.2964,2971.4693,2422.6607,2321.9634,2656.4052,4115.7965,2570.8723,1202.1146,4115.7965,2630.83234,2613.63875,1202.1146
STAT2,3473.5831,2350.3535,2583.0904,3045.6491,1578.6123,3163.8935,4153.9225,5165.9973,2873.8318,1652.4138,5165.9973,3004.13473,2959.74045,1578.6123
STAT5B,2648.2229,4394.3441,2877.551,4164.0514,5005.7288,3648.0865,3962.2642,4037.4833,4613.7072,3612.927,5005.7288,3896.43664,3999.87375,2648.2229
STAU1,1380.2113,1742.3409,1478.1341,1854.4936,1541.0567,1611.4809,1821.2512,1882.1954,1694.704,1433.8475,1882.1954,1643.97156,1653.09245,1380.2113
STIM1,1975.7925,1910.4478,1980.5637,3012.1255,1854.8695,1466.7221,3838.1331,2096.3855,2683.8006,2554.3289,3838.1331,2337.31692,2038.4746,1466.7221
STK4,4022.2863,4174.3912,4945.5782,3796.0057,3491.4067,3462.5624,3445.8788,4760.3748,2419.7819,1635.2971,4945.5782,3615.35631,3643.7062,1635.2971
STK10,2617.4832,3193.2443,4060.2527,4525.6776,2115.8498,3987.5208,2511.4201,3972.5569,2132.3988,3723.5268,4525.6776,3283.9931,3458.38555,2115.8498
STXBP1,7.6849,26.7086,157.4344,18.5449,13.3673,103.9933,63.5551,22.0884,15.5763,139.5664,157.4344,56.85196,24.3985,7.6849
SULT1C2,3.074,0.7855,0,0,0,5.8236,0,0,3.8941,1.3167,5.8236,1.48939,0.39275,0
TAC3,0,0,0,0,1.2731,0,0,0.6693,0,1.3167,1.3167,0.32591,0,0
ADAM17,1048.9914,967.7926,1639.4558,1054.9215,1684.2775,848.5857,1099.3049,1797.8581,2774.1433,1765.6469,2774.1433,1468.09777,1369.38035,848.5857
TAF4,846.1095,797.3291,556.8513,827.3894,1061.1076,655.574,852.0357,622.49,1084.1121,425.2826,1084.1121,772.82813,812.35925,425.2826
TAF4B,332.757,802.0424,204.0816,171.184,763.2081,349.4176,583.9126,292.5033,426.0125,360.766,802.0424,428.58851,355.0918,171.184
TAGLN,313.5447,131.9717,261.4189,150.7846,89.7518,345.3577,198.004,293.842,111.4642,90.8498,345.3577,198.69894,174.3943,89.7518
TAF6,441.8828,445.6795,482.9932,700.7989,583.0681,713.8103,698.1132,462.5167,968.8474,1080.9814,1080.9814,657.86915,640.59065,441.8828
TAL2,0,1.5711,2.9155,1.4265,2.5461,0.8319,0,0,2.3364,2.6333,2.9155,1.42608,1.4988,0
TALDO1,3322.9587,3736.8421,6167.1526,8799.572,1800.7638,5192.1797,3374.3793,3080.3213,1906.5421,11491.8466,11491.8466,4887.25582,3555.6107,1800.7638
TAPBP,5171.95,4367.6355,5165.2089,7534.2368,4134.9459,4933.4443,5440.9136,5112.4498,4945.4829,10592.5648,10592.5648,5739.88325,5138.82935,4134.9459
TAZ,420.365,427.337,598.6395,642.6534,350.732,824.4592,448.858,451.8072,693.9252,1100.7314,1100.7314,595.95079,525.22335,350.732
TBX6,24.5917,16.4965,35.9572,39.9429,19.7327,14.975,51.6385,56.2249,74.7664,48.7166,74.7664,38.30424,37.95005,14.975
TBXA2R,64.5533,65.9859,1.9436,123.3951,315.7225,12.4792,51.6385,26.7738,462.6168,84.2665,462.6168,120.93752,65.2696,1.9436
TCF3,1037.464,1292.2231,858.1147,970.0428,2903.8829,1602.3295,3565.0447,765.7296,4249.2212,3353.5441,4249.2212,2059.75966,1447.2763,765.7296
TCF20,1802.8818,1400.6284,1376.0933,1304.5649,1656.2699,1216.3062,1723.9325,1692.7711,1559.9688,983.5483,1802.8818,1471.69652,1480.2986,983.5483
TCN1,1.537,1069.9136,214.7716,4.2796,151.4959,4.1597,1.9861,0,7.7882,55.2999,1069.9136,151.12316,6.0339,0
PPP1R11,1024.3996,1033.7785,1503.4014,1661.9116,932.5271,1049.9168,904.6673,1230.9237,902.648,1061.2315,1661.9116,1130.54055,1041.84765,902.648
DYNLT1,322.7666,249.8036,420.7969,529.2439,236.7919,371.8802,305.859,512.0482,296.729,217.2496,529.2439,346.31689,314.3128,217.2496
TEC,467.243,1181.4611,328.4742,326.6762,1508.5933,656.406,367.428,1091.0308,1609.8131,832.1319,1609.8131,836.92576,744.26895,326.6762
TERF1,607.1085,686.5672,499.5141,477.1755,767.6639,480.8652,543.1976,469.8795,454.8287,318.6328,767.6639,530.5433,490.18965,318.6328
TFDP2,268.2037,761.9796,369.2906,118.4023,913.4309,539.9334,952.3337,366.8005,691.5888,951.9483,952.3337,593.39118,615.7611,118.4023
TFRC,1899.7118,24021.9953,3068.999,2096.291,3672.1833,23155.574,12567.0308,2093.7082,3758.567,5953.9562,24021.9953,8228.80166,3715.37515,1899.7118
TGFB1,3951.585,2236.4493,4068.999,6847.3609,1633.5519,3539.1015,3114.2006,2973.2262,1397.1963,6007.9395,6847.3609,3576.96102,3326.65105,1397.1963
TGFB1I1,7.6849,11.7832,0,31.3837,29.9173,37.4376,17.8749,10.0402,171.3396,17.1166,171.3396,33.4578,17.49575,0
TGM4,9.9904,12.5687,12.6336,2.1398,11.4577,14.1431,5.9583,3.3467,5.4517,25.0166,25.0166,10.27066,10.72405,2.1398
TGFBR2,3570.4131,1644.9332,2042.76,3632.6676,2068.746,1896.8386,3155.9086,2810.5756,2891.7445,990.1316,3632.6676,2470.47188,2439.6608,990.1316
THBS4,29.9712,67.3998,78.7172,12.1255,3.1827,188.8519,0.993,1.3387,13.2399,39.4999,188.8519,43.53198,21.60555,0.993
TIAM1,67.6273,35.3496,32.07,52.0685,19.0961,104.8253,117.1797,328.6479,32.7103,40.8166,328.6479,83.03913,46.44255,19.0961
TIMP4,0,1.5711,4.8591,41.3695,0,14.1431,43.6941,0,16.3551,0,43.6941,12.1992,3.2151,0
TLN1,20197.5024,11611.1548,18822.1574,25543.5093,9663.2718,10950.0832,18610.7249,16000.6693,12400.3115,12476.7115,25543.5093,15627.60961,14238.6904,9663.2718
TLR2,5335.6388,2636.2922,4358.6006,6751.0699,4413.7492,5295.3411,409.136,6914.324,5044.3925,1246.8812,6914.324,4240.54255,4729.07085,409.136
TSPAN7,64.5533,556.9521,0,587.0185,1840.2292,342.7621,643.4955,613.7885,1517.9128,0,1840.2292,616.6712,571.9853,0
TM7SF2,49.952,58.1304,52.4781,50.6419,62.3806,117.3045,159.8808,64.257,162.7726,234.3663,234.3663,101.21642,63.3188,49.952
CLEC3B,3.074,2.3566,11.6618,17.1184,1.2731,9.1514,15.8888,2.6774,14.7975,15.8,17.1184,9.3799,10.4066,1.2731
TNFAIP3,1791.3545,710.9191,1050.5345,2161.1983,1871.4195,2474.2097,5463.7537,825.3012,1267.134,1104.6814,5463.7537,1872.05059,1529.24425,710.9191
TNFRSF1A,2625.1681,1624.509,2503.4014,4073.4665,4474.8568,1162.2296,1428.997,2971.8876,4202.4922,1619.4972,4474.8568,2668.65054,2564.28475,1162.2296
TNFRSF1B,7863.9769,1139.8272,6140.9135,9676.8902,290.8975,4135.6073,1157.8947,9285.8099,363.7072,1191.5812,9676.8902,4124.71056,2663.59425,290.8975
TNR,0,0,2.9155,0,1.2731,0,0,0,0,0,2.9155,0.41886,0,0
TNXB,11.5274,174.2341,25.2672,36.8474,39.1661,845.5907,981.5094,43.1593,121.0592,354.3144,981.5094,263.26752,82.10925,11.5274
TOP1,3463.5927,4820.8955,3045.6754,3281.7404,3269.2553,5829.4509,3767.6266,3071.6198,3341.9003,1579.9972,5829.4509,3547.17541,3311.82035,1579.9972
TOP2A,6984.8223,5370.7777,2939.7473,3294.5792,4229.7899,3748.7521,4159.8808,1865.4618,5221.9626,538.5157,6984.8223,3835.42894,3954.31645,538.5157
TPI1,3140.8261,2934.0141,5505.345,5947.2183,2680.4583,4152.2463,1891.7577,2827.9786,3268.6916,6460.872,6460.872,3880.9408,3204.75885,1891.7577
TPM3,14593.6599,14950.5106,18049.5627,20599.8573,14642.2661,11210.4825,13658.3913,15763.7216,14564.6417,15012.6071,20599.8573,15304.57008,14796.38835,11210.4825
NR2C2,2851.9116,3156.8735,2144.1302,1462.1113,4124.6913,2651.8053,4540.8242,4282.6707,4308.0374,2020.6848,4540.8242,3154.37403,3004.39255,1462.1113
TRPC6,0.7685,1.5711,9.7182,3.5663,0,23.2945,19.861,2.008,3.1153,0,23.2945,6.39029,2.56165,0
TRPM2,1752.1614,1149.2537,641.3994,1386.5906,820.4965,1727.9534,4409.136,828.6479,299.8442,704.4154,4409.136,1371.98985,988.9508,299.8442
TSC2,1695.293,1236.4493,1224.4898,1636.9472,2255.888,1717.1381,2109.2354,1285.8099,2801.4019,2837.4117,2837.4117,1880.00643,1706.21555,1224.4898
TSG101,730.0672,790.2592,843.5374,1094.1512,848.5041,739.6007,648.4608,882.8648,957.9439,759.7153,1094.1512,829.51046,816.8983,648.4608
TTC3,6121.806,10892.3802,3997.0845,3675.4636,15200.5092,5106.4892,29001.9861,7107.7644,9515.5763,5174.4909,29001.9861,9579.35504,6614.7852,3675.4636
TUBA4A,1417.8674,531.0291,1643.3431,2126.9615,65.5633,1738.7687,128.1033,366.1312,120.7165,468.7325,2126.9615,860.72166,499.8808,65.5633
TUBB2A,13.8329,63.6292,93.2945,26.3909,2.5461,549.0849,314.7964,18.0723,25.7009,331.7994,549.0849,143.91475,45.01005,2.5461
TUBG1,288.9529,489.3951,434.4023,539.9429,296.6264,1030.782,520.3575,218.8755,482.0872,406.8493,1030.782,470.82711,458.24475,218.8755
TXK,104.5149,356.6379,75.8017,93.4379,542.3297,338.6023,36.7428,149.9331,389.4081,59.2499,542.3297,214.66583,127.224,36.7428
U2AF1,2644.3804,3872.7416,3026.2391,2795.2924,2343.0936,4400.1664,8636.5442,1819.2771,2820.8723,7659.0366,8636.5442,4001.76437,2923.5557,1819.2771
UBE2G1,1866.6667,2324.4305,1693.8776,1822.3966,3342.457,1493.3444,1890.7646,1632.5301,2619.1589,1495.7307,3342.457,2018.13571,1844.53165,1493.3444
UBE2G2,1580.0192,2688.1383,1407.1914,1617.689,2043.2845,2584.8586,5418.0735,1765.0602,2221.9626,2955.9115,5418.0735,2428.21888,2132.62355,1407.1914
UBE2I,2048.7992,1790.2592,2122.449,3201.8545,2037.5557,2379.3677,2061.569,1729.585,2260.1246,2988.8281,3201.8545,2262.0392,2092.009,1729.585
UCHL3,225.9366,326.7871,382.896,352.3538,283.8956,400.1664,227.4081,226.2383,244.5483,338.3827,400.1664,300.86129,305.34135,225.9366
UGDH,501.0567,323.6449,382.896,405.1355,472.3106,267.0549,223.4359,340.6961,517.134,169.8497,517.134,360.32143,361.79605,169.8497
UPK3A,14.6013,0,0,4.9929,0,4.9917,0,0.6693,3.8941,0,14.6013,2.91493,0.33465,0
UQCRFS1,1062.0557,1335.4281,1443.1487,2202.5678,1175.6843,1383.5275,1156.9017,971.2182,1179.9065,2894.0283,2894.0283,1480.44668,1257.6673,971.2182
UQCRH,939.097,1109.9764,1195.3353,1610.5563,1265.436,1168.0532,798.4111,774.4311,1369.1589,2161.9629,2161.9629,1239.24182,1181.69425,774.4311
USH2A,9.2219,10.2121,0.9718,0,5.0923,1.6639,7.9444,15.3949,10.1246,0,15.3949,6.06259,6.51835,0
VEGFA,219.7887,816.1822,86.4917,534.2368,740.9293,556.5724,99.3049,180.0535,1666.6667,46.0833,1666.6667,494.63095,377.01275,46.0833
VHL,2397.6945,1743.1265,1678.3285,2076.3195,1513.049,1813.6439,2478.6495,1904.2838,1449.3769,1099.4147,2478.6495,1815.38868,1778.3852,1099.4147
VIPR1,355.0432,56.5593,136.0544,461.4836,372.3743,76.5391,25.8193,136.5462,29.595,13.1666,461.4836,166.3181,106.29675,13.1666
SHPK,113.7368,147.6826,99.1837,62.0542,347.5493,163.8935,107.2493,123.8286,271.176,167.506,347.5493,160.386,135.7556,62.0542
VRK1,524.1114,972.5059,662.7794,490.0143,610.4392,803.6606,559.0864,344.7122,447.0405,394.9993,972.5059,580.93492,541.5989,344.7122
VTN,3.074,1.5711,21.3703,25.2354,5.0923,2.4958,21.8471,20.1004,3.5748,25.0166,25.2354,12.93778,12.59635,1.5711
CORO2A,407.3007,578.1618,1087.4636,156.2054,828.1349,370.2163,53.6246,141.9009,403.4268,1080.9814,1087.4636,510.74164,405.36375,53.6246
WNT7B,0,0,37.9009,0,0.6365,0,0,0,0,50.0332,50.0332,8.85706,0,0
XBP1,6341.5946,7165.7502,6445.0923,8939.3723,9808.4023,7067.3877,6142.999,4306.5596,9682.243,6696.5549,9808.4023,7259.59559,6881.9713,4306.5596
XPO1,8524.1114,12251.3747,6456.7541,5063.4807,9082.7498,5322.7953,9927.5074,8784.4712,10882.3988,3387.7774,12251.3747,7968.34208,8654.2913,3387.7774
XRCC1,368.1076,333.0715,495.6268,720.3994,544.2393,481.6972,702.0854,417.0013,594.2368,1140.2313,1140.2313,579.66966,519.93305,333.0715
YES1,265.8982,106.0487,121.4772,7.8459,318.2686,193.8436,102.284,56.2249,485.2025,188.283,485.2025,184.53766,154.8801,7.8459
YWHAB,13307.9731,11341.7125,16777.4538,18382.311,7473.5837,9950.9151,4500.4965,10665.9973,6073.2087,11765.7127,18382.311,11023.93644,11003.8549,4500.4965
SF1,5115.0817,6728.2011,5454.8105,7672.6106,6897.5175,6902.6622,8108.2423,4275.7697,6774.1433,16418.8046,16418.8046,7434.78435,6835.8304,4275.7697
ZFPL1,205.1873,175.1767,270.1652,368.7589,241.8842,345.2579,308.8381,207.4967,380.0623,463.4659,463.4659,296.62932,289.50165,175.1767
ZNF17,185.2065,239.5915,170.068,94.1512,385.105,168.8852,241.3108,259.0361,200.9346,65.8332,385.105,201.01221,193.07055,65.8332
ZNF19,29.9712,36.1351,23.3236,14.2653,48.6187,37.4376,35.7498,49.5315,36.324,11.85,49.5315,32.32068,35.94245,11.85
ZNF28,531.0279,673.2129,358.6006,304.5649,919.1598,275.3744,249.2552,599.7323,648.7539,42.1333,919.1598,460.18152,444.81425,42.1333
ZSCAN20,80.6916,71.4847,70.9427,37.0899,77.021,72.3794,80.4369,56.2249,93.4579,53.9832,93.4579,69.37122,71.93205,37.0899
ZBTB25,177.7061,294.1948,176.2099,181.5692,251.8141,240.2496,496.9116,348.9491,329.7741,186.5845,496.9116,268.3963,246.03185,176.2099
ZNF74,275.8886,344.0691,216.7153,196.8616,626.9892,325.2912,279.0467,180.0535,572.4299,758.3987,758.3987,377.57438,302.16895,180.0535
ZNF75A,217.4832,330.7148,294.4606,242.5107,570.3374,504.1597,213.5055,472.5569,446.2617,310.7328,570.3374,360.27233,320.7238,213.5055
ZNF221,52.2574,111.5475,69.9708,13.5521,248.8861,75.7072,139.0268,57.5636,197.0405,30.2833,248.8861,99.58353,72.839,13.5521
ZNF85,298.1748,442.2624,204.0816,135.5207,694.4621,209.6506,299.9007,335.3414,411.9938,72.4165,694.4621,310.38046,299.03775,72.4165
ZNF135,6.9164,16.4965,61.2245,51.3552,2.5461,232.9451,342.6018,85.0067,7.0093,114.5498,342.6018,92.06514,56.28985,2.5461
ZBTB16,320.4611,457.1877,106.8999,253.2097,625.0796,117.3045,143.9921,165.9973,1044.3925,452.9325,1044.3925,368.74569,286.8354,106.8999
ZNF155,113.7368,158.6803,162.2935,72.0399,196.69,200.4992,118.7885,166.6667,142.5234,129.0331,200.4992,146.09514,150.60185,72.0399
RNF112,1.537,0,19.4363,15.6919,5.0923,0,0,4.6854,4.6729,11.85,19.4363,6.29658,4.67915,0
ZNF202,290.4899,380.2042,315.8406,186.1626,525.7798,411.8136,258.1927,419.6787,370.7165,281.7662,525.7798,344.06448,343.27855,186.1626
ZNF224,387.2584,633.7078,377.6579,190.4708,602.3106,652.0383,545.1639,452.4431,547.6324,350.4961,652.0383,473.91793,498.8035,190.4708
ZNF226,282.0365,499.6072,452.8669,231.0984,804.5831,427.6206,292.9494,501.3387,528.8162,160.6331,804.5831,418.15501,440.24375,160.6331
ZNF112,13.0644,2.3566,78.7172,2.8531,79.5672,90.6822,0.993,22.7577,2.3364,19.75,90.6822,31.30778,16.4072,0.993
ZNF230,173.6792,163.3936,216.7153,116.9757,212.6034,338.6023,94.3396,348.7282,86.4486,51.3499,348.7282,180.28358,168.5364,51.3499
ZNF232,48.415,64.4148,112.7308,64.194,68.1095,130.6156,55.6107,68.2731,108.2555,56.6166,130.6156,77.72356,66.26215,48.415
