Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
TBL1XR1,2472.3098,2205.9033,2011.0428,12917.6737,6915.6154,2269.7274,2204.4293,3856.8465,16340.6593,29827.8932,4142.8571,29827.8932,7742.26889090909,3856.8465,2011.0428
KATNBL1,352.0937,383.7127,358.4395,1324.7734,503.067,298.9,332.1976,234.9585,422.7335,664.6884,206.1295,1324.7734,461.972163636364,358.4395,206.1295
TUBAL3,27.9154,235.7752,2.816,0,24.4114,18.1731,64.3101,26.4523,684.7527,176.5579,597.6273,684.7527,168.981036363636,27.9154,0
ZNF669,115.2634,97.4395,92.1242,142.7492,186.6757,72.2143,89.0119,74.1701,229.739,93.4718,73.1587,229.739,115.092527272727,93.4718,72.2143
UBA5,733.0032,808.3215,669.0066,1118.5801,1004.923,771.8795,652.9642,638.4855,984.2033,1526.7062,777.6223,1526.7062,880.517763636364,777.6223,638.4855
MRM1,393.9667,366.643,86.0899,49.0937,91.9019,156.3845,166.9506,268.6722,141.4835,78.635,382.6001,393.9667,198.401918181818,156.3845,49.0937
DSN1,436.7402,527.027,491.9995,225.0755,544.71,494.022,540.46,771.7842,763.0495,379.822,561.5423,771.7842,521.475654545455,527.027,225.0755
PGAP1,601.9811,406.8279,284.8206,2050.6042,704.581,181.7312,182.7087,289.4191,642.8571,1753.7092,160.1582,2050.6042,659.9453,406.8279,160.1582
PROSER1,2204.8627,1669.2745,1009.7455,1917.6737,412.1224,769.01,1097.1039,1276.971,808.0357,3290.8012,1226.8908,3290.8012,1425.68103636364,1226.8908,412.1224
NUBPL,375.5065,162.8734,160.9156,324.7734,160.3496,119.56,95.8262,160.2697,616.7582,869.4362,373.7024,869.4362,310.906472727273,162.8734,95.8262
GRPEL1,1378.6583,1209.4595,555.5611,283.9879,652.4075,667.6231,645.23,1162.8631,1304.9451,1025.2226,1978.2501,1978.2501,987.6553,1025.2226,283.9879
TET1,29.7163,13.5135,44.6541,1019.6375,298.6811,32.0421,20.017,10.8921,65.9341,210.6825,8.8977,1019.6375,159.515272727273,32.0421,8.8977
CXXC4,8.1045,10.6686,1.2069,0,6.7012,3.3477,5.1107,3.112,0,0,0.4943,10.6686,3.52235454545455,3.112,0
PNPLA3,131.4723,16.0028,6.4366,56.6465,20.1035,15.7819,35.3492,79.8755,130.1511,197.3294,152.2491,197.3294,76.4907181818182,56.6465,6.4366
THUMPD2,242.6835,172.8307,118.273,199.3958,231.6693,172.1664,195.9114,187.2407,429.9451,292.2849,300.0494,429.9451,231.131836363636,199.3958,118.273
PPT2,43.2958,28.1828,81.202,44.8716,17.246,57.671,94.9191,42.6089,23.5268,8.3531,111.0183,111.0183,50.2632181818182,43.2958,8.3531
TUBB1,10.8059,12.4467,11.2641,40.7855,9.0945,3.3477,22.1465,94.917,16.8269,34.1246,7.4147,94.917,23.9249181818182,12.4467,3.3477
GFOD2,546.6006,505.6899,669.4089,696.3746,627.0388,598.2783,493.1857,412.8631,300.4808,434.7181,413.742,696.3746,518.034618181818,505.6899,300.4808
CAB39L,270.1486,43.7411,120.6867,152.568,127.801,106.1693,109.4549,178.4232,81.3874,117.2107,64.7553,270.1486,124.758745454545,117.2107,43.7411
DIAPH3,301.6659,338.9047,580.9054,302.1148,417.3876,271.6404,275.5537,256.2241,536.0474,630.5638,425.1112,630.5638,394.192636363636,338.9047,256.2241
VMP1,1552.0036,2582.8592,2140.5799,22924.4713,3488.4417,1746.5328,2027.6831,1821.0581,4615.728,10586.0534,2661.8883,22924.4713,5104.29994545455,2582.8592,1552.0036
SPACA1,0,0,0,0,0,0,0,0.5187,0,0,0,0.5187,0.047154545454546,0,0
VANGL1,993.2463,1065.7895,912.3915,1025.6798,803.6627,565.2798,716.7802,912.8631,1140.4533,2197.3294,767.6718,2197.3294,1009.19521818182,912.8631,565.2798
SH3BGRL3,4097.2535,6831.4367,5016.1418,4780.2115,1997.9083,5735.055,2597.1039,4320.5394,738.3242,4370.9199,6108.2551,6831.4367,4235.74084545454,4370.9199,738.3242
TMUB1,632.5979,895.0925,681.4776,114.8036,422.1742,835.4854,580.0681,1003.6307,119.8489,140.9496,1239.743,1239.743,605.988318181818,632.5979,114.8036
CCM2,743.3588,835.3485,1143.3054,208.4592,632.304,1417.9818,1071.5503,590.7676,305.6319,124.6291,823.0351,1417.9818,717.851972727273,743.3588,124.6291
FAM107B,1322.3773,459.4595,1331.5767,7641.994,5368.122,4164.9928,2396.0818,1370.332,1715.6593,3796.7359,1090.954,7641.994,2787.11684545455,1715.6593,459.4595
CALN1,0.4502,0,0,15.861,2.3933,1.4347,1.2777,0,0,0,0.4943,15.861,1.99192727272727,0.4502,0
ITCH,1272.8501,821.835,1661.0514,3688.8218,2662.2822,1070.3013,1540.8859,1139.5228,3402.4725,3888.724,928.8186,3888.724,2007.05141818182,1540.8859,821.835
SYT15,67.0869,12.8023,52.6999,253.0211,51.2161,26.3032,94.9744,24.8963,25.4121,267.0623,21.7499,267.0623,81.5658636363636,51.2161,12.8023
USP44,8.5547,4.623,7.2412,38.5196,22.4968,5.7389,3.833,5.7054,4.1209,13.3531,0,38.5196,10.3806,5.7389,0
ZNRF3,1217.0194,385.8464,332.2907,481.8731,370.4794,292.6829,583.4753,563.7967,332.761,569.7329,366.2877,1217.0194,499.658681818182,385.8464,292.6829
PPP1R1B,7097.2535,8169.9858,833.9451,464.5015,1049.6916,2378.2879,1798.1261,5934.1286,2999.3132,2482.1958,9101.3347,9101.3347,3846.25125454545,2482.1958,464.5015
SGIP1,49.5272,75.0356,163.7316,777.9456,164.1789,143.9503,134.5826,38.9004,35.7143,140.9496,15.8181,777.9456,158.2122,134.5826,15.8181
CCDC77,194.507,134.7795,183.8461,62.6888,192.4674,168.3405,305.7922,270.2282,305.2885,152.0772,317.3505,317.3505,207.942354545455,192.4674,62.6888
ELOF1,882.4854,1071.1238,567.2275,202.4169,381.0098,1034.4333,699.7445,1308.0913,237.9808,212.1662,1102.3233,1308.0913,699.909345454546,699.7445,202.4169
LZTS2,1042.3233,777.3826,1167.0405,583.8369,1088.4627,2290.2917,1841.5673,969.917,200.5495,378.3383,854.6713,2290.2917,1017.67100909091,969.917,200.5495
MCM8,475.4615,268.1366,325.8541,206.9486,309.6901,152.5586,568.9949,429.9793,1137.0192,1037.092,475.0371,1137.0192,489.706545454545,429.9793,152.5586
GNPTG,622.6745,680.6508,725.311,132.1752,617.3843,1016.2554,850.5111,760.3579,518.149,143.6944,993.0697,1016.2554,641.839390909091,680.6508,132.1752
CBX2,853.6695,88.5491,319.4175,79.3051,469.5611,586.8006,230.4089,556.0166,160.3709,74.184,380.6228,853.6695,345.3551,319.4175,74.184
RSPO3,226.4746,153.9829,597.3992,292.2961,114.3987,151.6021,202.2998,93.361,10.3022,81.6024,10.3806,597.3992,175.827236363636,151.6021,10.3022
FAM222A,104.0072,96.7283,225.6841,50.6042,126.8437,241.9895,105.1959,102.1784,53.9148,63.7982,187.8398,241.9895,123.525827272727,104.0072,50.6042
SERAC1,252.1387,306.899,154.479,497.7341,314.9554,204.6868,196.7632,126.556,533.9973,793.7685,297.5779,793.7685,334.505081818182,297.5779,126.556
PRPF38A,1026.5646,997.8663,725.7294,1123.8671,665.8099,792.4438,980.4089,954.3568,566.2775,2100.8902,1073.653,2100.8902,1000.71522727273,980.4089,566.2775
ATCAY,2.7015,0,0.8046,0,0,0.4782,4.2589,6.2241,0,0,0,6.2241,1.31520909090909,0,0
TRIM5,538.4782,849.4986,469.9339,933.2779,430.3257,366.791,541.0605,449.4087,616.978,1220.6083,443.2724,1220.6083,623.603018181818,538.4782,366.791
DNAJC14,1235.0293,1198.5455,984.9202,785.4985,1234.7829,1162.1138,1250.1405,1558.0602,1349.375,1030.178,1169.2486,1558.0602,1177.99022727273,1198.5455,785.4985
PSKH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC3L2,117.0644,71.1238,216.0292,27.1903,50.2588,102.3434,114.9915,21.2656,10.3022,8.9021,56.8463,216.0292,72.3925090909091,56.8463,8.9021
FAM110B,91.4003,73.9687,220.4544,205.4381,114.3987,162.1234,71.1244,41.4938,17.8571,38.5757,21.2556,220.4544,96.1900181818182,73.9687,17.8571
IL33,834.3089,507.1124,948.5975,3764.3505,539.4448,361.0713,378.1942,299.2739,1944.3681,1976.2611,704.8937,3764.3505,1114.3524,704.8937,299.2739
ANKRD40,1050.4277,852.7738,1329.9675,1790.0302,1056.8715,830.2248,1026.4055,809.1286,986.2637,1237.3887,742.4617,1790.0302,1064.72215454545,1026.4055,742.4617
RSAD2,169.7434,1279.872,104.1929,1021.148,353.2478,217.121,762.3509,364.6266,337.5687,550.4451,170.0445,1279.872,484.578263636364,353.2478,104.1929
CHMP7,1102.6565,1175.6757,1147.3283,709.2145,1177.4927,1292.6829,1268.3135,1659.2324,937.1566,842.73,1181.4137,1659.2324,1135.8088,1175.6757,709.2145
CHRDL1,735.2544,30.2276,375.7379,103.4743,2.8719,3.8259,274.7019,322.6141,7.2115,327.8932,15.3238,735.2544,199.9215,103.4743,2.8719
COG7,562.3593,318.6344,599.4106,195.6193,671.0751,659.4931,584.753,507.2614,408.3104,142.4332,603.5591,671.0751,477.537172727273,562.3593,142.4332
MOB1B,680.3242,604.9075,704.4081,5331.571,1437.4026,580.5835,460.3918,369.2946,1268.8874,3918.3976,331.1913,5331.571,1426.1236,680.3242,331.1913
CCDC102A,122.4674,129.0896,199.9376,52.8701,179.0172,261.1191,176.7462,85.5809,10.6456,10.3858,47.9486,261.1191,115.982554545455,122.4674,10.3858
PRDM6,27.9154,36.9844,41.4358,124.6224,45.9509,39.2157,20.8688,21.2656,2.7473,4.451,1.4829,124.6224,33.3582,27.9154,1.4829
TBC1D31,190.905,164.6515,265.1085,227.3414,219.7029,80.3443,243.1857,246.888,705.0137,471.8101,266.436,705.0137,280.1261,243.1857,80.3443
ORMDL1,579.0185,535.2063,578.0893,1330.0604,473.869,331.4204,623.5094,363.0705,968.4066,1375.3709,620.3658,1375.3709,707.1261,579.0185,331.4204
FNIP1,466.9068,555.4765,856.4733,2979.4713,1532.1764,379.7226,513.2027,478.7344,1957.761,2722.5519,423.134,2979.4713,1169.60099090909,555.4765,379.7226
SAAL1,297.6137,317.2119,234.1322,46.8278,274.7483,334.7681,289.1823,446.5768,366.7582,237.3887,485.912,485.912,302.829090909091,297.6137,46.8278
ADAT3,51.7785,44.808,86.4921,1.5106,31.1126,40.6504,99.6593,70.0207,0.6868,1.4837,145.3287,145.3287,52.1392181818182,44.808,0.6868
ZBED6CL,226.0243,327.1693,249.4192,268.8822,277.1416,328.0727,373.0835,169.0871,160.7143,175.0742,220.959,373.0835,252.329763636364,249.4192,160.7143
PIK3IP1,931.1121,408.2504,813.0261,670.6949,841.4765,883.7877,1492.7598,799.2739,401.7857,403.5608,467.128,1492.7598,737.532354545455,799.2739,401.7857
ZNF257,4.0522,5.3343,20.919,46.0725,19.6249,5.7389,20.017,2.5934,13.7363,19.2878,1.9773,46.0725,14.4866909090909,13.7363,1.9773
LRRC37B,89.5993,80.7255,85.2853,90.6344,87.1153,65.5189,141.3969,88.6929,53.9148,40.0593,51.4088,141.3969,79.4864909090909,85.2853,40.0593
TUBGCP5,407.0239,335.3485,336.3136,195.6193,458.0734,349.5935,349.6593,293.0498,367.4451,188.4273,236.7771,458.0734,319.757345454545,336.3136,188.4273
ZNF618,656.9113,727.9516,870.9557,1395.0151,873.0677,794.3568,1692.9302,515.0415,270.6044,764.095,315.3732,1692.9302,806.936590909091,764.095,270.6044
ARHGEF25,289.8424,154.8898,553.9238,185.2795,302.1035,520.6074,222.4361,213.6515,4.4643,53.0861,37.5037,553.9238,230.708009090909,213.6515,4.4643
DIS3L,677.1724,578.5917,664.1792,523.4139,671.0751,412.7212,610.3066,596.9917,1024.0385,578.635,542.7583,1024.0385,625.443963636364,596.9917,412.7212
RAB3C,4.9527,0.3556,9.2526,0,0.9573,0.4782,11.925,1.556,0,5.9347,0,11.925,3.21928181818182,0.9573,0
TSR3,741.4363,913.9189,532.5663,178.4441,463.621,1022.7308,614.2334,1330.8766,139.9657,109.7626,879.2486,1330.8766,629.709481818182,614.2334,109.7626
ZMYND19,442.5934,410.3841,368.0945,71.7523,324.5285,465.8058,531.0903,550.8299,351.6484,109.7923,691.5472,691.5472,392.551518181818,410.3841,71.7523
MRPL53,356.1459,465.1494,294.0733,132.9305,366.1715,685.7963,434.1269,618.2573,146.978,143.9169,566.4212,685.7963,382.724290909091,366.1715,132.9305
MED12L,6.3035,0.7112,8.4481,88.3686,27.762,5.7389,4.6848,1.556,3.7775,22.2552,0,88.3686,15.4187090909091,5.7389,0
ARAP1,2040.932,2184.4808,2757.2487,1312.9909,1893.8246,3230.0096,3472.2274,1137.4378,866.3908,688.1454,1789.3821,3472.2274,1943.00637272727,1893.8246,688.1454
PARD3B,166.5916,39.8293,96.1471,494.713,327.8791,134.8637,154.5997,30.083,245.1923,167.6558,35.0964,494.713,172.059181818182,154.5997,30.083
ANAPC16,2128.3206,1681.3656,1210.4877,2109.5166,1591.0511,1644.6676,1504.2589,1509.3361,1623.6264,2189.911,1487.8893,2189.911,1698.22099090909,1623.6264,1210.4877
FGD4,540.7474,488.6202,785.2682,4956.9486,1529.7831,480.153,894.8041,596.473,2959.1346,6762.6113,585.7637,6762.6113,1870.93701818182,785.2682,480.153
PLA2G4E,1.801,0.3556,0,0,0.9573,0.4782,0,4.668,0,0,0,4.668,0.750918181818182,0,0
C16orf46,91.4003,70.0569,51.493,70.997,39.7284,37.781,34.0716,21.2656,36.4011,56.3798,60.8008,91.4003,51.8523181818182,51.493,21.2656
ZG16B,94.1018,892.6031,429.2424,63.4441,910.4029,1087.5179,280.2385,1016.0788,455.7005,86.0534,533.3663,1087.5179,531.704518181818,455.7005,63.4441
LOXHD1,3.602,2.1337,45.0564,3.7764,13.4024,6.6954,9.7956,3.6307,1.3736,1.4837,2.4716,45.0564,8.49286363636364,3.6307,1.3736
NLRP5,1.801,0.3556,0,0,0,0,0,0,0,0,0.9886,1.801,0.285927272727273,0,0
TMIGD2,4.9527,26.6714,4.0229,0.7553,3.3506,8.1301,34.4974,6.7427,10.3022,2.9674,16.8067,34.4974,10.8363090909091,6.7427,0.7553
C19orf47,289.9595,311.522,251.4306,44.5619,100.9963,278.814,304.9404,289.4191,34.6841,71.2166,293.129,311.522,206.424863636364,278.814,34.6841
GABPB2,91.8505,62.2333,150.8584,229.6073,299.1597,106.1693,183.1346,71.0581,228.7088,204.7478,96.3915,299.1597,156.719936363636,150.8584,62.2333
B3GALT6,422.7825,512.4467,572.4573,331.571,368.5648,526.5423,763.6286,676.3485,233.8599,188.4273,410.7761,763.6286,455.218636363636,422.7825,188.4273
KLHDC9,60.7834,64.0114,3.2183,11.3293,35.4205,41.1286,10.6474,67.9461,1.717,0,1.9773,67.9461,27.1072090909091,11.3293,0
HMGB4,0,0,0,36.2538,1.436,0,0,0,0,2.9674,0,36.2538,3.69610909090909,0,0
OSCP1,80.1441,48.3642,63.1594,24.1692,135.9382,173.6011,60.477,95.4357,28.1593,17.8042,31.6362,173.6011,68.9898727272727,60.477,17.8042
SYT2,12.6069,8.1792,7.2412,55.8912,5.2652,3.8259,21.7206,3.6307,7.5549,63.7982,3.9545,63.7982,17.6062272727273,7.5549,3.6307
LIX1L,358.8474,325.3912,816.6467,3077.0393,561.463,536.1071,376.9165,179.4606,137.0192,942.1365,113.1982,3077.0393,674.929609090909,376.9165,113.1982
SIRPD,0.4502,0.7112,1.2069,22.6586,0.9573,0,5.5366,0,3.7775,8.9021,0,22.6586,4.01821818181818,0.9573,0
FBLN7,56.7312,42.3186,127.5256,42.2961,22.4968,63.6059,45.5707,7.7801,14.4231,16.3205,24.7158,127.5256,42.1622181818182,42.2961,7.7801
BBS5,135.5245,86.4154,82.2239,39.2749,126.3316,141.0808,120.1022,84.0249,81.7308,44.0059,123.5788,141.0808,96.7539727272727,86.4154,39.2749
SPATA4,0,0,0,0,0.4787,0.4782,0,0,0,0,0,0.4787,0.086990909090909,0,0
NUDCD2,732.5529,546.2304,259.0741,242.4471,295.3305,363.4625,326.2351,455.9129,469.7802,562.3145,705.8824,732.5529,450.838418181818,455.9129,242.4471
C9orf131,0.9005,1.0669,2.0114,136.7069,26.8047,0.4782,0.8518,0.5187,15.7967,51.9288,0.4943,136.7069,21.5962636363636,1.0669,0.4782
ABHD16B,51.7785,93.5277,63.5617,23.4139,36.3778,92.7786,158.8586,53.9419,11.6758,10.3858,102.8176,158.8586,63.5561727272727,53.9419,10.3858
SMCR8,935.2094,648.037,1232.3561,908.4366,1588.3084,918.6083,1514.6039,967.0073,972.1223,878.8131,442.5902,1588.3084,1000.55387272727,935.2094,442.5902
SIRPA,1267.4471,1923.8976,3412.6178,1939.577,1139.6789,2196.0784,2254.2589,1473.5477,483.8599,910.9792,1125.0618,3412.6178,1647.90948181818,1473.5477,483.8599
SREK1,1104.4575,690.6117,1091.4101,3157.0997,1471.3872,1019.1296,1551.9591,775.4149,1446.0852,4259.6439,1185.8626,4259.6439,1613.91468181818,1185.8626,690.6117
TRUB1,786.1324,574.3243,465.0461,508.3082,447.5429,237.2071,380.3237,602.1784,1997.9396,1587.5371,672.2689,1997.9396,750.800790909091,574.3243,237.2071
VTI1A,520.8735,454.8329,368.5169,1021.9033,523.4577,320.5882,509.7232,316.1463,879.1209,1266.9288,477.8547,1266.9288,605.449672727273,509.7232,316.1463
FBXL14,1012.6069,983.6415,502.8613,857.2508,532.265,659.4931,1217.2061,1251.556,681.3187,1839.7626,1643.1043,1839.7626,1016.46057272727,983.6415,502.8613
LACC1,376.8573,448.7909,343.1525,1559.6677,398.7201,278.814,370.954,195.5394,607.1429,2580.1187,346.5151,2580.1187,682.388418181818,376.8573,195.5394
RDH12,1.801,1.4225,1.2069,3.7764,0.4787,3.3477,1.2777,5.1867,3.7775,1.4837,1.9773,5.1867,2.33964545454545,1.801,0.4787
GSG1L,2.2512,0,0.4023,18.1269,0,0.4782,0.8518,0.5187,0,4.451,0,18.1269,2.46182727272727,0.4782,0
ZNF785,111.0266,146.0562,164.5362,326.284,85.2007,54.7107,214.7189,97.6867,160.2988,274.362,197.741,326.284,166.601981818182,160.2988,54.7107
ZNF784,121.5669,118.7767,92.9288,16.6163,152.2125,199.4261,216.7802,160.7884,88.5989,28.1899,205.6352,216.7802,127.4109,121.5669,16.6163
NLRP4,1.3507,0,0.4023,0,0,0,1.7036,2.0747,0,0,0,2.0747,0.502845454545454,0,0
RC3H1,545.7001,724.7511,682.6845,5458.4592,1467.5579,338.594,677.1721,507.7801,2035.3709,6603.8576,495.304,6603.8576,1776.11195454545,682.6845,338.594
PNPLA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKAP2L,404.3224,389.7582,381.37,196.3746,529.8717,255.3802,329.2164,219.3983,879.4643,712.1662,363.8161,879.4643,423.739854545455,381.37,196.3746
FAHD2B,100.8555,51.2091,59.1365,9.0634,47.3869,79.3879,57.0698,109.4398,43.2692,10.3858,95.4029,109.4398,60.2369818181818,57.0698,9.0634
PP2D1,0,0.3556,0,10.574,1.9146,0,0.8518,0.5187,0.6868,13.3531,0,13.3531,2.5686,0.5187,0
WDR49,0.4502,0,0,3.7764,5.7439,0,17.0358,0,0,4.451,0.4943,17.0358,2.90469090909091,0.4502,0
PAQR3,466.0558,419.9929,419.2495,1136.7674,500.6881,206.1215,242.7811,250.0052,873.3551,2041.6172,330.2076,2041.6172,626.076490909091,419.9929,206.1215
PLEKHG4B,1.3507,1.7781,16.8961,200.9063,236.9345,270.6839,7.2402,3.112,3.4341,8.9021,1.4829,270.6839,68.4291727272727,7.2402,1.3507
RNF145,2708.6898,2662.5178,1800.6457,2939.577,2197.5076,2264.4668,2271.7206,1629.1494,1551.8544,3896.1424,2216.0158,3896.1424,2376.20793636364,2264.4668,1551.8544
CLEC2L,6.3035,3.5562,5.2298,1.5106,0.9573,4.7824,2.5554,1.556,0,1.4837,0,6.3035,2.53953636363636,1.556,0
AMOTL1,995.4975,398.293,2438.6761,3262.8399,1817.9338,1084.1703,661.414,484.4398,163.4615,538.5757,76.6189,3262.8399,1083.81095454545,661.414,76.6189
ZNF746,498.8744,664.2959,631.9961,328.5498,526.5211,481.1095,640.971,453.3195,359.8901,280.4154,435.4918,664.2959,481.9486,481.1095,280.4154
AGR3,351.1932,752.1337,478.7239,197.8852,1074.1031,987.5658,1270.017,2005.7054,770.6044,416.9139,670.786,2005.7054,815.966509090909,752.1337,197.8852
VPS13B,601.5308,347.4395,1332.7835,4832.3263,1970.6249,551.889,947.1891,213.1743,1737.9808,3090.5045,307.4642,4832.3263,1448.44608181818,947.1891,213.1743
TMEM74,18.4602,3.5562,11.2641,23.4139,3.8292,8.6083,4.2589,3.112,0,1.4837,0,23.4139,7.08968181818182,3.8292,0
NKX2-3,88.2485,87.4822,142.8126,46.8278,64.1398,81.7791,94.9744,65.3527,1.717,2.9674,2.9659,142.8126,61.7515818181818,65.3527,1.717
SLC35G1,155.7857,289.1181,80.4578,185.0453,104.3469,78.9096,93.6968,145.7469,357.8297,758.1602,293.129,758.1602,231.111454545455,155.7857,78.9096
SLC5A12,1.801,0,0,6.7976,2.3933,0,5.5366,0,0,10.3858,1.9773,10.3858,2.62650909090909,1.801,0
TMTC2,538.9464,399.3599,453.3797,697.1299,414.9944,229.077,755.1107,473.029,1051.8544,1548.9614,516.5596,1548.9614,643.491127272727,516.5596,229.077
C12orf50,0,0.3556,0,6.0423,0.4787,0.4782,0,0,0,11.8694,0,11.8694,1.74765454545455,0,0
ITPRIPL2,1116.1639,2293.7411,3308.0226,6481.1178,4109.2579,1889.0483,1758.092,1479.7718,2070.7418,4657.27,1142.8571,6481.1178,2755.09857272727,2070.7418,1116.1639
ZNF114,71.1391,28.0939,39.4243,16.6163,40.2071,30.6074,2.1295,94.3983,0,0,1.9773,94.3983,29.5084727272727,28.0939,0
ZNF567,114.8131,72.9018,63.964,148.7915,142.6394,64.5624,180.1533,114.1079,179.9451,117.2107,73.1587,180.1533,115.6589,114.8131,63.964
LRRN4,9.9054,0,3.2183,25.6798,5.7439,6.6954,4.2589,0,2.4038,7.4184,11.3693,25.6798,6.97210909090909,5.7439,0
XIRP1,11.2562,9.2461,39.022,29.4562,18.1889,21.0426,53.6627,4.1494,18.8874,28.1899,12.3579,53.6627,22.3144818181818,18.8874,4.1494
ZBTB49,68.4376,60.8108,92.1242,24.9245,90.4659,76.0402,110.7325,72.6141,64.217,50.4451,76.1246,110.7325,71.5396818181818,72.6141,24.9245
NIM1K,6.3035,2.845,8.4481,7.5529,4.3079,3.3477,2.5554,2.5934,0,5.9347,0,8.4481,3.98987272727273,3.3477,0
ZNF92,276.452,171.7639,269.9359,435.0453,321.1779,120.5165,208.6882,143.1535,685.0962,1244.8071,245.6747,1244.8071,374.755563636364,269.9359,120.5165
RNF133,0.9005,3.2006,3.2183,10.574,8.1371,1.4347,0.8518,2.0747,10.3022,2.9674,0.9886,10.574,4.05908181818182,2.9674,0.8518
THAP5,393.0662,692.3898,658.1448,1657.855,954.9178,437.1114,504.2589,401.4523,882.8984,1302.6706,343.0549,1657.855,747.983645454546,658.1448,343.0549
TMEM252,0,0,0,0.7553,0,0.3252,2.6789,0,1.954,0.638,5.7044,5.7044,1.09598181818182,0.3252,0
ZNF384,1127.4201,1314.367,1000.0905,592.145,415.473,920.6121,1798.1261,1391.5975,625.3434,767.0623,1829.9555,1829.9555,1071.10840909091,1000.0905,415.473
NLRP6,9.4552,7.1124,34.5969,6.7976,7.6585,8.6083,44.7189,4.668,1.717,0,16.3124,44.7189,12.8768363636364,7.6585,0
ZNF675,209.8154,128.734,60.7456,186.5559,176.1452,61.2147,133.7308,87.1369,203.6401,370.9199,132.4765,370.9199,159.192272727273,133.7308,60.7456
THAP8,110.7609,144.0256,83.6761,17.3716,84.2434,154.4715,113.7138,84.5436,2.0604,47.4777,84.0336,154.4715,84.2162,84.2434,2.0604
ANKRD23,18.9104,24.5377,27.7579,28.7009,15.7956,31.5638,67.2913,19.7095,36.0577,16.3205,59.3178,67.2913,31.4511909090909,27.7579,15.7956
TMEM17,19.3606,61.1664,26.5511,86.858,27.2834,24.8685,29.8126,49.2739,19.5742,38.5757,28.176,86.858,37.4091272727273,28.176,19.3606
LRRC45,314.2729,502.4893,274.7634,22.6586,245.5503,458.6322,438.2453,658.195,123.9698,13.3531,499.2585,658.195,322.853490909091,314.2729,13.3531
TRIM65,746.9608,847.7952,544.2971,297.5831,582.5238,658.5366,974.8722,728.7344,477.3352,354.5994,952.5457,974.8722,651.434863636364,658.5366,297.5831
CYB561A3,1208.0144,1018.4922,1089.801,401.0574,552.8472,973.6968,1354.3441,910.2697,934.4093,410.9792,2113.1982,2113.1982,997.009954545455,973.6968,401.0574
RNF152,23.8631,9.6017,49.0793,305.136,178.0599,43.0416,18.3135,17.6349,26.0989,103.8576,6.4261,305.136,71.0102363636364,26.0989,6.4261
LEMD2,606.4836,975.4623,935.7243,246.2236,827.1168,1106.1693,1006.8143,857.3651,480.0824,232.9377,814.6317,1106.1693,735.364645454545,827.1168,232.9377
C6orf136,397.1184,693.101,287.2344,110.2719,64.786,325.2033,332.6235,471.9917,118.1319,241.8398,1135.4424,1135.4424,379.794936363636,325.2033,64.786
BRAT1,1076.9923,933.8549,763.5446,143.5045,777.8153,1406.5041,1297.2743,1120.8506,207.761,135.0148,1233.3169,1406.5041,826.948481818182,933.8549,135.0148
FBXL13,7.204,9.2461,6.4366,77.7946,11.0091,5.2606,2.9813,1.556,22.3214,69.7329,3.9545,77.7946,19.7724636363636,7.204,1.556
ZNRF2,426.3845,492.532,378.554,954.6828,383.4031,224.7728,544.293,443.9834,1012.706,1543.0267,368.265,1543.0267,615.691209090909,443.9834,224.7728
CDC26,170.1936,118.197,126.5722,0,79.8302,207.9005,136.7121,118.7759,48.4272,38.8279,186.8512,207.9005,112.026163636364,118.7759,0
RICTOR,478.6132,453.7696,675.4433,4051.3595,1678.645,355.3324,772.5724,520.2282,1773.0082,3400.5935,232.3282,4051.3595,1308.35395454545,675.4433,232.3282
LCLAT1,434.489,318.2788,329.877,1536.2538,656.7154,326.1597,454.8552,693.9834,1109.2033,2787.8338,426.0999,2787.8338,824.8863,454.8552,318.2788
MMS22L,321.4768,352.4182,367.2899,845.1662,503.5456,208.5127,341.1414,255.1867,797.3901,1922.8487,310.9244,1922.8487,565.990972727273,352.4182,208.5127
RASGEF1C,6.7537,0.3556,1.2069,0,0,0.4782,1.7036,2.5934,0,0,0.9886,6.7537,1.28,0.4782,0
SMCO1,0.9005,0.3556,0.8046,1.5106,0.9573,0.4782,0,0.5187,3.4341,0,0.9886,3.4341,0.904381818181818,0.8046,0
MFSD8,259.7929,306.1878,216.4315,561.1782,329.315,152.5586,285.3492,143.6722,458.1044,683.9763,187.3455,683.9763,325.810145454545,285.3492,143.6722
C9orf43,3.1517,20.9815,2.0114,3.7764,11.4877,6.6954,9.7956,1.0373,1.0302,2.9674,5.9318,20.9815,6.26058181818182,3.7764,1.0302
MKX,49.5272,16.3585,131.5485,95.1662,56.4814,42.0851,41.7376,10.3734,410.7143,437.6855,213.0499,437.6855,136.793418181818,56.4814,10.3734
